,X,ens_gene,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,gene_id
17219,18001,ENSMUSG00000068232,0,0,0,0,0.105986,0.0153564,0.0568022,0.130602,0.199166,0.222899,0.134297,0.397441,0.35286,0.351205,113848
17220,18002,ENSMUSG00000068234,0,0,0,0,0.0266845,0.0222587,0.050114,0,0.021139,0.0178779,0.0342457,0,0.0156566,0,113854
17221,18005,ENSMUSG00000068245,2.830344,4.133144,5.315295,5.704452,5.632325,5.011252,4.678201,6.431373,8.123114,8.079246,2.516592,2.321485,2.512202,2.935023,219132
17222,18006,ENSMUSG00000068246,0.3287,0.233038,0.45922,0,0.744078,0.275099,0.295121,1.588694,2.049411,1.93407,104.6768,155.9229,153.26583,163.07515,71898
17223,18007,ENSMUSG00000068250,1.127271,1.3976113,0.9978355,1.6594226,5.0197604,3.206821,5.2779428,6.2812325,6.4467983,6.5315503,3.8329,2.5707729,3.261776,3.57864,232566
17224,18008,ENSMUSG00000068252,0,0.566367,0.000687054,0.104079,0,0,0.25528,0.175854,0.0640729,0.0973609,1.13801,3.36612,4.13562,3.33258,278679
17225,18009,ENSMUSG00000068259,0,0,0.0271252,0,0.0244615,0.00709539,0.0156285,0.207647,0.10747789,0.305346,0.0114374,0.0656909,0.0446504,0.0357319,258380
17226,18011,ENSMUSG00000068263,0,0.0996158,0.10402,0,1.247908,0.796333,1.0389454,2.3864519,3.0973469,4.01232,0.6644303,1.601317,1.835554,2.0067139,58229
17227,18012,ENSMUSG00000068264,2.5255019,2.57974,4.631454,4.744323,46.214693,40.393923,38.239245,31.952163,35.139425,35.186676,40.286624,44.56985,45.65904,44.14637,69596
17228,18013,ENSMUSG00000068267,10.8494,12.5711,14.0076,13.8163,21.2218,31.3995,31.6165,66.7146,62.9659,67.5141,34.4886,30.8997,32.4974,30.5896,12616
17229,18014,ENSMUSG00000068270,0.2004552,0.303314,0.303341,0.25174,2.71361,2.9144543,2.81962,10.643477,11.693583,11.880988,0.2076009,0.1867861,0.422433,0.1688008,208431
17230,18015,ENSMUSG00000068284,1.114836925,1.559052035,1.247695,1.749679,3.031970517,3.1503296,3.0554589,8.4516609,8.9297944,8.1003418,5.32778954,5.537396,5.163717994,5.6838705,207806
17231,18016,ENSMUSG00000068289,0,0,0,0,0.0884202,0,0,0,0,0,0,0,0,0,545055
17232,18017,ENSMUSG00000068290,26.41515,24.739478,26.492787,26.34144,26.3379,37.26323,35.03251,108.2468,109.228228,115.367406,115.15785,137.634457,142.056653,139.805115,77006
17233,18018,ENSMUSG00000068299,0.254924,0.219954,0.504332,0.247947,0.5465491,0.300812,0.39028,3.376522,4.145575,3.474752,3.184704,2.84372,2.823641,3.75667,75541
17234,18019,ENSMUSG00000068302,0,0,0,0,0,0,0,0.0266056,0,0,0,0,0,0,384452
17235,18022,ENSMUSG00000068323,0.0300178,0,0.022727302,0,0,0.356561,0.2797352,2.34952,2.1629805,2.322168,0.0134755,0.3761735,0.106344,0.169975,232156
17236,18024,ENSMUSG00000068327,0,0,0,0,0,0.0544085,0.1305364,0.653709,0.377406,0.314759,0.0349586,0.0914014,0,0.036526,21909
17237,18025,ENSMUSG00000068328,26.9596304,25.85232,26.486189,29.79020977,51.739185,94.430221,99.602358,309.7057,295.052496,306.342256,410.635814,503.034921,477.57865,449.800238,11993
17238,18026,ENSMUSG00000068329,3.367285,2.448089,3.263805,3.165823,12.758386,20.252667,19.427955,31.41678,26.175062,26.748896,17.653085,20.512293,18.09876,18.325234,64704
17239,18027,ENSMUSG00000068335,1.162968,1.35563,0.471612,0.676786,0.964336,1.902415,1.893116,2.720394,2.578832,3.43552,0.982355,1.529621,0.838738,0.928903,13448
17240,18028,ENSMUSG00000068341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30053
17241,18030,ENSMUSG00000068349,0,0,0,0,0,0,0,0.3283121,0.158056,0.249462,0,0,0,0,625599
17242,18031,ENSMUSG00000068373,0,0,0.0115223,0,0.0345462,0.0265869,0.0523609,0.0391517,0.0750503,0.0600844,0.0296984,0.0462968,0.0208654,0.022423,241589
17243,18032,ENSMUSG00000068391,8.273036,6.9176299,8.0761744,5.914325,31.988502,41.846083,41.866632,52.040495,52.96722,51.228898,32.334233,34.013544,37.921167,38.150849,93696
17244,18033,ENSMUSG00000068392,0,0,0,0,0.027217,0,0,0.03075,0.0660739,0.0312754,0.227213,0.349887,0.0988825,0.11862,497071
17245,18034,ENSMUSG00000068394,0.185876,0.208059,0.138404,0.180502,0.597502,0.299769,0.315355,0.531412,0.650564,0.554052,0.448927,0.666827,0.578938,0.655499,99100
17246,18037,ENSMUSG00000068399,0,0,0,0,0,0.0588774,0,0,0,0,0,0,0,0,638695
17247,18038,ENSMUSG00000068407,0,0.279156,0.289213,0,0,0,0,0,0.0837904,0.079389,0,0,0,0,497106
17248,18039,ENSMUSG00000068417,0.101102,0.3446019,0,0,0.3471952,0.7325878,1.0393305,1.002587,0.738922,0.593536,0.412106,0.393309,0.2004458,0.0444094,667034
17249,18040,ENSMUSG00000068428,0,0,0,0.116377,0.1449773,0.2412124,0.2815453,0.1101629,0.3132832,0.2087922,0.136847,0.223325,0,0.0597299,239789
17250,18041,ENSMUSG00000068431,0,0,0,0,0.114867,0.0244497,0.035373,0.120991,0.0258363,0.0685368,0.218032,0.237413,0.159809,0.359614,258422
17251,18042,ENSMUSG00000068437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258314
17252,18043,ENSMUSG00000068452,3.881064,4.703677,4.424713,3.8265759,0.198484,0.5582236,0.567506,0.2979728,0.2240951,0.116785,0.0333974,0,0.143784,0.0766613,214593
17253,18044,ENSMUSG00000068457,0,0,0,0,0.3949076,3.0840073,2.3399424,0.2321483,0.4777983,0.48982653,0.3315429,0.2950261,0.3587194,0.6159185,22290
17254,18046,ENSMUSG00000068479,2.55232,2.64871,2.69263,1.96034,4.21484,2.99915,2.86052,4.08367,4.31708,4.02542,1.09883,1.47138,0.963812,1.4835,67532
17255,18049,ENSMUSG00000068506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545047
17256,18050,ENSMUSG00000068522,0,0,0,0,0.114949,0.098245,0.23252,0.129811,0.209196,0.0990235,2.35739,1.476,1.87714,1.58456,239435
17257,18051,ENSMUSG00000068523,44.025324,57.537912,49.941753,42.488937,123.940187,237.783807,238.76809,373.971501,376.936946,380.575732,340.486569,233.881591,223.021489,225.256664,14707
17258,18052,ENSMUSG00000068535,0,0,0,0,0,0.013350801,0,0,0,0,0,0,0,0,258158
17259,18053,ENSMUSG00000068536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243376
17260,18055,ENSMUSG00000068547,0.146437,0,0.077999,0.142432,0.0352559,0.0100806,0.0106044,0,0,0,0.0658788,0,0,0,99663
17261,18056,ENSMUSG00000068551,9.064101,7.679297,9.179098337,10.83997,7.354247673,9.07204978,10.121112,55.68095371,55.935488,53.445949,21.5196995,25.70904804,27.05311434,27.13105,68910
17262,18057,ENSMUSG00000068566,5.673961005,7.013812,6.507415,6.88885,242.350989,175.00716,168.162786,55.66461,55.28291,60.36412,32.901706,39.555996,38.014339,35.735311,50918
17263,18058,ENSMUSG00000068574,0,0,0,0,0.0445089,0,0.0371423,0,0,0,0,0,0,0,258436
17264,18060,ENSMUSG00000068580,2.253697,2.4497471,3.663793,2.961835,11.011112,12.347011,11.436793,31.075459,27.585091,28.435978,25.929975,24.877431,25.9850983,23.556891,72008
17265,18061,ENSMUSG00000068587,0,0,0,0,0.1872678,0.1628016,0.1231874,26.064859,26.6365038,25.67369229,40.2021097,34.956706,33.32567,35.28402,232714
17266,18062,ENSMUSG00000068600,0,0,0,0,0,0,0.0485956,0,0,0,0,0,0,0,15202
17267,18064,ENSMUSG00000068606,0.0778108,0.0797777,0,0.0607642,0.455361,0.511816,0.519025,0.568729,0.605779,0.866859,0.658877,1.15959,1.1553,1.24267,225594
17268,18065,ENSMUSG00000068614,0,0.0810435,0,0,15231.9018,13149.8838,13187.8107,3.10425,2.9576,3.06789,0.180365,0.125035,0.0471147,0.0376805,11464
17269,18066,ENSMUSG00000068615,0,0.0390518,0,0,0.0123008,0,0,0,0,0,0,0,0,0,14617
17270,18067,ENSMUSG00000068617,0,0.1200704,0.171175,0.117219,0.0258269,0.12182,0.174743,0.0146916,0.04736,0.0149376,0,0.020981,0,0.0189725,66793
17271,18070,ENSMUSG00000068647,0.0163947,0,0.0348726,0.05208739,0.092665,0.0889548,0.0779791,0.2156982,0.1685542,0.2991287,0.3386349,0.2241591,0.3484044,0.304028,258389
17272,18071,ENSMUSG00000068663,1.677373077,3.435255,4.007771221,2.748249,19.209631,18.1463514,17.97002648,14.42622293,13.75156327,13.65490091,9.95987161,10.72234553,13.56126489,10.506206,74374
17273,18073,ENSMUSG00000068686,1.15872,2.145102,3.0949,0.924675,9.33897,5.606638,6.439115,21.3376109,21.5528359,20.111231,25.886187,17.9026363,14.41602,13.954513,333883
17274,18075,ENSMUSG00000068696,0,0,0.0670324,0,0.163148,0.1355597,0.154671,0.297604,0.344389,0.337555,0,0,0,0,64378
17275,18076,ENSMUSG00000068697,0.183777,0.881462,0.4546514,0.449085,0.324687,0.310633,0.418492,6.766906,5.999641,6.314396,0,0,0.534897,0.426532,59011
17276,18077,ENSMUSG00000068699,0.083152142,0.20533082,0.151546779,0.172928378,25.18239,31.594287,31.104356,1.8431909,1.784298,1.8688902,0.144356245,0.037001351,0.034851585,0.039041354,68794
17277,18079,ENSMUSG00000068732,8.57759,9.59724,9.14951,9.96917,2.90395,3.522852,3.178561,4.873566,5.409576,5.43913,2.75433,2.378912,2.145193,2.440879,67495
17278,18080,ENSMUSG00000068735,2.07348401,3.198508,3.582803033,2.563092,16.7973367,20.884865,20.912642,14.460814,13.77776,14.680987,6.57567374,8.162232,9.900633,8.331389,277414
17279,18081,ENSMUSG00000068739,23.955171,24.651822,25.523204,23.7196182,15.3161014,16.1690919,17.895728,47.554893,46.464093,46.97087,22.210266,26.230435,24.904692,24.756902,20226
17280,18082,ENSMUSG00000068740,2.38228,2.049874,3.437717,2.7621394,1.9257431,3.1760616,2.4980482,41.011884,36.495788,40.839536,0.6463789,0.435532,0.420684,0.452242,53883
17281,18083,ENSMUSG00000068742,2.4474542,2.11351,3.298449,2.121404,9.571321,10.660041,10.8566348,12.274663,10.998877,10.558646,19.75242,15.649733,16.132009,15.011282,12953
17282,18084,ENSMUSG00000068744,0.259113,0.13935,0.181043,0.1426047,0.3494436,0.46789715,0.4430787,1.413467,1.534725,0.9429021,0.0561553,0.388456,0.607132,0.2547198,56742
17283,18085,ENSMUSG00000068745,0,0,0,0,95.2125,166.301,165.531,0.0346089,0.111545,0.105604,0,0,0,0,68753
17284,18086,ENSMUSG00000068747,8.638236,11.589281,10.708204,12.190466,18.18303,17.04397,16.890522,19.44523,19.43726,19.55523,3.9675554,6.819780386,6.30946,6.8304,20661
17285,18087,ENSMUSG00000068748,0.326565,0.243783,0.374573,0.296065,0.3621601,0.3886062,0.4110158,0.08516624,0.1037064,0.0626079,0.02498387,0.033982,0.0256067,0.0309678,19283
17286,18088,ENSMUSG00000068749,8.736338,8.77338,10.855924,9.49286,29.863,22.0751,24.112485,36.7133,38.463537,37.5957,38.671,33.0061,30.8736,36.3199,26442
17287,18089,ENSMUSG00000068758,0.535328,1.1624355,1.636261,1.362283,4.890764,15.72913,12.162136,10.361828,8.44749,10.302026,5.713681,8.423822,10.642109,9.633887,16188
17288,18090,ENSMUSG00000068762,0,0.321912,0.240308,0,1.492916,3.520171,3.371837,3.75293088,3.571021,3.046853,127.534358,118.634678,117.55808,123.41313,14867
17289,18091,ENSMUSG00000068794,0.0511998,0.0260715,0,0,0.0817483,0.112281,0.268856,0.065023,0.1946253,0.205634,0,0.013331,0,0,213945
17290,18092,ENSMUSG00000068798,12.921729,18.90823,19.65451,17.92741,14.75755,8.8137,8.33639,11.424809,12.79285,9.58437,11.593219,11.5103,10.290414,8.616555,109905
17291,18093,ENSMUSG00000068806,0,0,0,0,0,0,0,0.00909686,0.00981799,0,0,0,0,0,258338
17292,18094,ENSMUSG00000068808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258768
17293,18095,ENSMUSG00000068809,0,0,0,0,0,0.0467694,0.0737943,0,0,0.03143,0,0,0,0.0397329,258921
17294,18097,ENSMUSG00000068814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258317
17295,18098,ENSMUSG00000068815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258290
17296,18099,ENSMUSG00000068816,0,0.0570465,0,0,1.4009,2.12235,2.73324,4.72055,3.01767,5.49011,2.50156,4.16727,7.77719,5.39228,258640
17297,18100,ENSMUSG00000068817,0,0,0,0,0.0601098,0,0,0,0,0,0,0,0,0,258635
17298,18101,ENSMUSG00000068818,0,0,0,0,0,0,0,0,0.0131476,0.0124335,0,0.0175262,0,0,258833
17299,18102,ENSMUSG00000068819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258652
17300,18103,ENSMUSG00000068823,19.024459,21.562538,23.89738257,24.045284,54.7582157,36.858856,36.96356001,28.54857027,31.550921,28.67113359,15.62965542,14.1114883,11.957576,15.9472346,229663
17301,18105,ENSMUSG00000068854,0.973091,0.992966,1.39784,1.19398,4.50639,3.73664,3.60173,4.23309,3.53588,4.08505,1.50644,1.17207,0.77491,1.3798,319190
17302,18106,ENSMUSG00000068855,0,0,0,0,0.336249,1.00154,0.762674,2.29313,2.94165,3.51598,1.73851,1.91124,1.64517,2.07443,319176
17303,18107,ENSMUSG00000068856,4.44289,4.54268,4.68339,5.71571,7.24746,13.2698,13.494039,39.287423,34.145647,37.527881,18.868588,26.66508,28.80853,25.71129,107701
17304,18108,ENSMUSG00000068859,0,0,0,0,0.0314798,0.021304,0.0558565,0.117184,0.0984839,0.0365937,0.0523561,0.0668705,0.0453546,0.0254846,381373
17305,18109,ENSMUSG00000068860,0,0,0,0.0898171,0.112455,0.0802651,0.0844333,3.645146,3.475588,4.457399,0.0648321,0.0485712,0,0.0822307,229588
17306,18110,ENSMUSG00000068874,7.949965,8.08322,8.673855,9.879967,81.9590748,103.51939,103.125807,543.477256,525.378417,537.35457,524.413894,599.93348,598.20051,606.953304,20341
17307,18111,ENSMUSG00000068876,3.101332,3.814488,3.946396,3.792211,0.154290358,0.387378021,0.291529995,5.114463,5.095757,5.034143,6.390061001,6.455331029,6.561463135,7.2700071,70737
17308,18112,ENSMUSG00000068877,0,0.251773,0,0,0.857394,0.6291087,0.367314,14.47376,11.835313,12.49882139,20.635205,121.582765,115.897585,121.07334,20342
17309,18114,ENSMUSG00000068882,13.556064,11.52266955,13.350716,15.34431,4.933285051,2.431456,2.915211,4.056327,4.24925,3.6289595,2.268577,1.9665638,1.415088,1.74036,20823
17310,18115,ENSMUSG00000068885,0,0,0,0,0,0,0,0.0895739,0,0,0,0,0,0,69520
17311,18116,ENSMUSG00000068887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545547
17312,18117,ENSMUSG00000068888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76585
17313,18118,ENSMUSG00000068889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68694
17314,18119,ENSMUSG00000068890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73722
17315,18120,ENSMUSG00000068893,0,0,0,0,1.2651503,3.54517,2.31467,55.7269,53.1118,56.5696,5.8058121,8.94803,10.07270079,10.2727,100303744
17316,18121,ENSMUSG00000068917,4.193314,3.495613039,4.109198821,3.980878047,16.760674,16.907247,15.404221,27.32410435,26.404558,28.602577,12.747835,20.099291,18.151141,21.090799,12748
17317,18122,ENSMUSG00000068921,9.286829,9.404709,9.055991,10.966529,41.198445,36.5283486,37.6577051,51.619218,48.451616,51.857576,19.486488,31.070114,23.3813936,26.716213,65111
17318,18123,ENSMUSG00000068922,1.095287,1.4812459,2.25943,1.594733,9.3045807,15.272726,15.3209852,31.354585,29.839092,32.355202,13.0374689,18.154055,16.763372,16.242544,229524
17319,18124,ENSMUSG00000068923,0.246334,1.018715,0.895697003,0.39669,8.458248,6.57541,4.2957722,5.329177,5.509183004,6.106947,2.9260764,1.092296,0.8294784,1.984395,229521
17320,18125,ENSMUSG00000068940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27378
17321,18126,ENSMUSG00000068947,0.0202276,0.0628191,0,0.0428342,0.25034,0.403417,0.345769,0.49608,0.484477,0.644553,0.304835,0.644227,0.776509,0.643709,236509
17322,18128,ENSMUSG00000068950,0.108154663,0.032046144,0.087165546,0.035172199,0.192982514,0.155344042,0.174642326,0.154207923,0.176127313,0.10166379,0.070441589,0.189545083,0.161460108,0.163317943,258949
17323,18129,ENSMUSG00000068959,0.125616,0.201864,0.152701,0.0871268,0.412649,0.351925,0.360141,0.38986,0.361877,0.362309,0.248759,0.195905,0.221431,0.303722,70227
17324,18130,ENSMUSG00000068962,0,0,0.0370445,0,0.095563,0.1354266,0.118232,0.207287,0.1765209,0.25011654,0.1820704,0.14235,0.2142014,0.2489277,232966
17325,18132,ENSMUSG00000068966,0.612975559,0.479905551,0.86636871,0.864074348,3.058869103,2.710581,3.926753565,3.948024,4.6510053,4.298974,2.578015843,3.122365168,2.518196,2.75879005,241311
17326,18134,ENSMUSG00000068999,0,0.0216726,0,0,0.0678506,0.0596966,0.0491286,0.0619524,0.0498175,0.0629517,0.0190621,0.0332298,0.0503357,0.0300516,667060
17327,18138,ENSMUSG00000069020,5.432322,5.834587,2.675585,4.464996,14.518537,16.340447,18.46731,33.519013,27.438366,33.109336,22.624929,27.676327,25.195061,21.85862,68205
17328,18139,ENSMUSG00000069036,0,0,0,0,0,0,0.0398976,0,0,0.0385814,0,0,0,0,21674
17329,18140,ENSMUSG00000069038,0,0,0,0,0,0.209886,0.441257,0,0,0,0,0,0,0,236663
17330,18141,ENSMUSG00000069041,0,0,0,0,0.0341955,0.161143,0.0770512,0.0484398,0.020819,0.0197049,0,0.0138448,0.0469497,0.0250372,73333
17331,18142,ENSMUSG00000069044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107868
17332,18143,ENSMUSG00000069045,0.0715129,0,0,0,0.0236658,3.83886,3.8132533,0,0,0.0264894,0,0.0186623,0,0.0337959,26900
17333,18144,ENSMUSG00000069049,0,0.0359393,0,0,0.0452321,6.762533,7.209836,0,0.0275878,0,0.230057,0,0.295534,0,26908
17334,18145,ENSMUSG00000069053,0,0,0.0294369,0,0.122759,0.0572757,0.0504349,0.097356,0.0593967,0.0880484,0.103263,0.0456532,0.0851575,0.083733,22202
17335,18146,ENSMUSG00000069072,0.036166701,0.0571164,0.109345,0.0245136,0.141581,0.115674,0.0626383,0.139998,0.246112,0.146672,0.0188331,0.0261447,0.0589705,0.0246562,241919
17336,18147,ENSMUSG00000069080,0,0,0.226093,0,0,0,0,0,0,0,0,0,0,0,227630
17337,18149,ENSMUSG00000069085,0,0,0.0243231,0,0.0292199,0.0188509,0.0294367,0.0582177,0.0534208,0.0846021,0.0207555,0.0118959,0.0135376,0,241073
17338,18150,ENSMUSG00000069089,6.923142,5.239334,7.186835,6.70125,7.5578595,7.441433,6.57539,11.714012,11.833441,11.7700993,7.6773086,8.019626,7.016242,7.540424,12572
17339,18151,ENSMUSG00000069094,1.799285,1.9366812,2.9204321,3.597106,15.99963,7.4765365,6.2858562,9.006011,8.578603,9.91678,2.746579,2.873094,3.24736375,3.584035,18583
17340,18152,ENSMUSG00000069114,0.934299,1.05259,1.14634,1.22787,0.958806,0.819799,0.845914,1.38933,1.35065,1.31132,0.359554,0.470936,0.422842,0.344685,229055
17341,18154,ENSMUSG00000069118,0,0,0,0,0,0,0,0,0,0.064597,0,0,0,0,69347
17342,18156,ENSMUSG00000069132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18232
17343,18157,ENSMUSG00000069135,2.383732,1.84412,2.36175,1.689294,2.6288595,1.879412,1.704168,3.702419,3.87328,3.921017,2.365237,2.100187,2.202461,2.008174,75296
17344,18159,ENSMUSG00000069170,0.150398,0.1515222,0.3265849,0.0761032,0.4862362,0.36728064,0.394896,0.539532663,0.922856674,1.03029755,1.728445,1.951768,1.1148533,1.5874471,110789
17345,18160,ENSMUSG00000069171,0.3034847,0.524913,0.3263705,0.596479,3.827609,5.7909127,6.4662496,3.783042,3.1671899,4.900797,0.921931,2.032881,1.7467952,1.934606,13865
17346,18161,ENSMUSG00000069184,0.156556,0.3620254,0.4532793,0.2069809,0.681207,0.264701,0.218253,0.522111,0.30853,0.250367,0.16378,0.0815345,0.1261619,0.0860236,238722
17347,18163,ENSMUSG00000069189,0,0,0,0,0,0,0,0.0340744,0.0366076,0,0,0,0,0,71164
17348,18165,ENSMUSG00000069206,1.4337962,1.3953,1.792359,1.3027085,2.2255648,1.1822934,1.2455396,2.406023,2.2102606,1.6651846,4.7841742,2.1003547,2.5166347,1.812219,238692
17349,18166,ENSMUSG00000069208,1.98431,2.440838,2.870595,2.54998,3.75146,2.25356,3.226557,2.966591,3.051365,2.511557,3.411662,2.701582,2.943693,3.74226,235956
17350,18167,ENSMUSG00000069227,0,0,0.0557123,0.0762953,0.0167191,0.0143517,0.0528419,0.0284951,0.119248,0.0564235,0,0,0,0,26913
17351,18169,ENSMUSG00000069237,4.90497,4.971775,5.38051,4.76788,7.00991,5.671602,6.017378,16.484641,15.540155,16.629583,18.307321,16.608411,20.243208,17.020326,97863
17352,18170,ENSMUSG00000069248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435350
17353,18171,ENSMUSG00000069255,5.655601,6.24435,4.0152,4.991894,8.870382,7.970019,8.387262,17.9766491,18.062679,16.943051,13.795414,9.794268,9.4015218,10.7676109,105352
17354,18172,ENSMUSG00000069258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66392
17355,18173,ENSMUSG00000069259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19111
17356,18174,ENSMUSG00000069265,0,0,0,0,0.132561,0.099721,0.331502,0.670672,0.779147,0.518362,1.27273,1.42416,2.07754,1.77039,360198
17357,18175,ENSMUSG00000069266,0,0,0,0,0.196052,0.160537,0.171538,3.36114,1.79196,2.16562,0.918688,0.372369,0.350879,0,326620
17358,18176,ENSMUSG00000069267,0,0,0,0,0,0.491357,0.679164,0.334685,0.613397,0.829302,0.32548,0.527347,0.871523,0.186279,319150
17359,18177,ENSMUSG00000069268,0,0,0,0,0,1.97065,1.0728,0.40175,0.652699,0.626228,0,0.616498,0.228544,0.194278,319180
17360,18178,ENSMUSG00000069270,0,0.0554827,0.047844,0,0.236107,0.314835,0.311818,0.155907,0.311874,0.427366,0.129016,0.148698,0.302189,0.0889356,319164
17361,18179,ENSMUSG00000069272,0,0,0.316444,0,0.150487,0.686426,0.625864,0.378144,0,0.191132,0.626835,0.599565,0.767181,0.655522,319166
17362,18180,ENSMUSG00000069273,0,0,0,0,0.896628,1.06527,1.64519,3.32035,4.08567,3.16533,3.10897,3.82832,4.08599,3.42284,319151
17363,18181,ENSMUSG00000069274,0,0,0,0,0.567011,0.730837,0.426878,1.36029,1.31253,0.392315,0.464984,0,0.300686,0,319157
17364,18182,ENSMUSG00000069280,0,0,0,0,0,0,0,0,0.0166691,0,0,0,0,0,100036518
17365,18183,ENSMUSG00000069289,0.04503732,0.02945266,0.06163168,0.04497254,0.3550494,0.2476335,0.3368505,0.2631456,0.2528886,0.2551879,0.1287185,0.2208026,0.1286751,0.1943086,171270
17366,18184,ENSMUSG00000069292,0,0,0,0,0.006187536,0.005314206,0.005590033,0.007035125,0.015119349,0,0.008693744,0.020211851,0.02284458,0.009139451,171247
17367,18185,ENSMUSG00000069294,0.0498597,0.12378,0.0809122,0.117966,0.244978,0.215627,0.148194,0.232347,0.141728,0.171297,0.189273,0.335771,0.271197,0.345294,171278
17368,18186,ENSMUSG00000069295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100312484
17369,18187,ENSMUSG00000069296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171257
17370,18188,ENSMUSG00000069297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626299
17371,18189,ENSMUSG00000069299,0.01274636,0.025843293,0,0.024688558,0.048819839,0.035015801,0.029242044,0.064350137,0.089059632,0.056132644,0.017088363,0.106099057,0.067611656,0.059918933,252912
17372,18190,ENSMUSG00000069300,0,0,0,0,0.154219,0.269586,0.269464,0.293496,0.400766,0.152852,0.192985,0,0,0.176274,319183
17373,18191,ENSMUSG00000069301,0,0,0,0,0,0,0,0,0,0,0.411504,0.813398,0.639757,0.58639,319167
17374,18192,ENSMUSG00000069302,0,0,0,0,0.528902,0.281574,0,5.60783,4.43277,3.46363,1.6608,0.694047,1.07548,1.75E-07,319168
17375,18193,ENSMUSG00000069303,0,0.70307549,0.9282935,0.39300472,0.3690577,5.0802163,3.8457148,0.0111966,0.3956009,0.63252957,10.5671435,1.93523,0.8538621,0.7310057,665622
17376,18194,ENSMUSG00000069305,0,0,0,0.377756,0.79126,3.16725,3.12416,3.40788,2.89642,2.94643,6.20326,3.19619,4.25267,3.21466,319161
17377,18195,ENSMUSG00000069306,1.25797,0,0,0,0,0,0,0,0,0,0,0,0,0,100041230
17378,18196,ENSMUSG00000069307,0,0.59707441,1.121028,0.1909115,0.679687,5.215848,4.228561,0.105919,0.4683363,0.838284,10.836283,2.303438,1.105269,0.895308,665596
17379,18197,ENSMUSG00000069308,0,0,0,0,0,0,0,0,0,0.267033,0,0.259643,0,0,319188
17380,18198,ENSMUSG00000069309,0,0,0,0,0.247821,0,0,0,0.441076,0,0.540877,0,0,1.28544,319170
17381,18199,ENSMUSG00000069310,0,0,0,0,0.284887,0.17585,0.102259,0.236809,0,0.388405,0,0.209435,0.503006,0,319148
17382,18203,ENSMUSG00000069372,0,0,0,0,0.0913969,0,0.14895,0.279398,0.354969,0.305488,0,0,0,0,629147
17383,18205,ENSMUSG00000069378,0,0,0,0,0.7760236,1.3953427,1.7813018,0.5282675,0.7024258,0.2426194,0.2350119,0.202493,0.303148,0.3737869,225518
17384,18207,ENSMUSG00000069385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100042855
17385,18208,ENSMUSG00000069390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194433
17386,18209,ENSMUSG00000069421,0,0,0,0,0.015705,0.0153219,0.00760686,0.0286565,0.0395648,0.0194234,0.0110841,0.0263454,0.0145476,0.0246138,258543
17387,18210,ENSMUSG00000069430,0,0,0,0,0,0.0256292,0,0,0,0,0.019395,0.022096,0.0247052,0.041229,18373
17388,18212,ENSMUSG00000069441,0.0188631,0.0191954,0,0,0.0228072,0.0103134,0.0129898,0.0341357,0.0440182,0.0624802,0,0,0,0,13510
17389,18213,ENSMUSG00000069456,0.371625,0.2331768,0.123362,0.2856927,0.1606014,0.1055699,0.1082135,44.13448,47.92312,46.22166,39.13644,47.38672,44.97888,50.33884,19683
17390,18215,ENSMUSG00000069476,0,0,0,0,0,0,0,0,0.0145403,0,0,0,0,0,327963
17391,18216,ENSMUSG00000069495,1.890936,1.16924,1.34426,1.441196,3.75253,3.35235,3.0301316,3.834623,4.186992,3.95451,1.95463,2.03214,1.83756,2.2918,227867
17392,18217,ENSMUSG00000069515,4.53605,5.64246,4.84366,6.09299,0.749408,2.6704,2.48977,4.52771,3.92832,3.71506,0.0432727,0.0498865,0,0,17110
17393,18218,ENSMUSG00000069516,53.4729,71.1545,74.6053,83.4806,72.4842,95.4238,91.3511,66.3449,67.4719,64.9335,23.0913,32.388,27.7149,31.7234,17105
