ens_gene,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,gene_ids
ENSCAFG00000004409,12.19064,3.123767,9.7215095,60.159632,4.772705,16.01223,5.532935,21.6541086,3.202351,5.77678,3.67643,476434
ENSCAFG00000004411,1.98085,0.204225,25.1236,25.4654,0.955371,123.934,2.60607,185.356,1.95616,3.06432,21.665,100688441
ENSCAFG00000004412,6.704421,7.80607,0.242735,4.371221,6.40617,3.87939,6.91159,3.113973,4.43179,4.76419,2.93977,608197
ENSCAFG00000004413,8.46208,6.67845,0.999992,3.63426,7.16056,3.01797,7.86911,2.92874,8.54093,4.47796,3.37952,100856369
ENSCAFG00000004420,26.27536,22.5418,6.260922,10.76101,15.582663,13.73635,41.7419,35.1374,9.799453,14.944345,6.610875,403936
ENSCAFG00000004421,23.3325,19.5857966,7.0153512,11.0163425,32.612504,10.3397117,31.910517,15.1345534,144.637871,29.0383,22.7482016,476913
ENSCAFG00000004422,8.23235,7.9139,1.97099,2.78711,7.14238,3.72786,8.16442,6.63119,4.90123,6.11694,3.25236,100855876
ENSCAFG00000004423,8.929924,6.201194,3.636488,16.96083,25.33376,32.33787,13.51411,13.9941,7.38982,7.613357,10.9904,485567
ENSCAFG00000004424,0.52124,0.0569385,0.0233096,0.0846102,0.395637,0.307851,0.524636,0.0617885,1.90432,0.51024,0.358805,100684707
ENSCAFG00000004425,0,0.101367,0,0.0758485,0.0589543,0,0.144761,0.0732143,0,0.0611769,0.0464113,484443
ENSCAFG00000004426,0,0,0,0,0,0,0,0,0,0,0,106560070
ENSCAFG00000004428,7.54301,2.1878,0.257212,2.10295,3.19202,2.90111,8.24002,10.357,3.24772,2.81526,0.294678,485445
ENSCAFG00000004429,4.9905,4.87152,0.431884,6.00816,7.97525,6.12083,7.99,3.18895,4.31315,8.77024,4.50826,100687206
ENSCAFG00000004436,18.53018,6.647906,2.99259,8.211293,10.901937,7.520055,5.545557,8.258071,5.137669,7.143117,5.005098,476915
ENSCAFG00000004438,9.34918,13.9478,3.62762,5.10079,23.304,9.96402,29.708,11.2508,8.19698,8.10901,2.24516,476520
ENSCAFG00000004439,1.010601,1.509987,34.9479539,27.705691,50.168978,0.8886361,2.964376,3.0040203,0.442273,1.289737,1.4172055,484444
ENSCAFG00000004440,0,0,0,0,0.239961,0.157158,0.192243,0.37954,0,0,0,102155913
ENSCAFG00000004442,5.627261,5.40462,0.969184,4.74942,5.424341612,6.210035,6.50403,3.40877,2.60538,3.069365,3.052172,100686177
ENSCAFG00000004443,0.515724,0.39654684,1.561801,0.5504221,1.704851,1.901702,2.22221,23.97681,0.596193,0.447282,0.0737685,484445
ENSCAFG00000004445,7.18907,7.91301,1.531238,3.543376,13.754,3.5972734,11.37929,4.12329,5.79026,4.9778,1.74593,475371
ENSCAFG00000004446,33.440968,31.31524,3.4517,21.091615,19.95573,39.339457,43.38102,39.122385,7.872021,6.99332,4.67632,484637
ENSCAFG00000004447,1105.63,633.666,241.161,384.642,952.282,2642.48,2367.49,943.117,1117.04,1044.64,600.198,476916
ENSCAFG00000004448,25.62749,28.70371,25.651897,20.903442,54.88838,14.53185,33.406458,28.23525,21.41027,24.413436,12.767838,612282
ENSCAFG00000004449,0.13359,0.0554502,0.00823349,0.071763,0,0.5186968,6.242603,8.56975,0,0.0290565,0.0197645,476777
ENSCAFG00000004450,5.1228424,5.873345,0.457905,1.751642,2.455695,2.17235,2.392463,2.046668008,0.1541932,0.329151,0.2353204,610822
ENSCAFG00000004451,13.8573,60.093,6.61539,11.8641,47.591,21.9017,28.3809,28.0613,14.9262,10.4927,17.4235,476917
ENSCAFG00000004452,38.1103,32.0466,7.63742,15.7752,82.1246,20.3187,48.9136,16.3391,22.8863,21.1952,12.5608,100685818
ENSCAFG00000004453,99.0202,55.082287,23.3225213,26.235956,217.66603,112.96468,204.855452,132.721409,163.284317,153.991277,27.716966,485570
ENSCAFG00000004454,77.0999,34.6109,107.685,211.609,371.505,91.2298,121.719,96.0077,51.2839,36.9575,13.982,485448
ENSCAFG00000004455,3.92496,5.9523,0.701689,1.168337,4.848575,6.62291,12.676158,4.14043,5.22484,5.279102,3.89147,612284
ENSCAFG00000004456,687.327,1408.47,699.206,792.872,2107.45,629.923,1702.27,667.877,930.073,450.561,335.089,100684565
ENSCAFG00000004457,0,0.111105,0.0311359,0.321866,0.0998174,0.0615243,4.78475,0.240743,1.19267,0.187525,0.562366,475692
ENSCAFG00000004462,0,0,0.260761,0.141213,0,0.137014,0,0.166609,0,0,0,100687153
ENSCAFG00000004464,0,0,0.0959,0.891997,0.165132,0.0570232,0,0.130989,0,0,0.119837,483283
ENSCAFG00000004465,2.962183,4.019148,0.0887291,0.7522679,0.400683,2.7010061,1.398831,2.1540023,1.377005,5.231848,3.657671,482787
ENSCAFG00000004466,57.5202,39.0261,9.79344,19.1054,35.7178,40.9931,62.6025,38.2935,34.7387,50.0975,30.0385,475372
ENSCAFG00000004467,9.53413,7.04583,1.37717,3.44733,6.34891,4.07754,8.33913,5.47745,7.67411,8.65716,4.67054,476521
ENSCAFG00000004471,10.0065,5.886781,3.17607,4.66982,6.22955,18.288265,15.735994,22.2386,10.5935,5.26908,3.312111,476779
ENSCAFG00000004473,61.5723,37.31331,15.3889,26.1979,47.44591,114.22546,92.032,63.9684,197.2855,187.2541,88.26844,607116
ENSCAFG00000004474,6.476828,4.558532,4.998757002,11.03113609,29.290011,1.49366616,1.801431011,1.3423794,0.163162302,0.0283014,0.1936952,487113
ENSCAFG00000004475,18.71762,15.168794,6.452046,14.67903,36.89574,9.483885,23.987196,18.370086,9.30317,12.232843,4.998427,476103
ENSCAFG00000004478,22.643394,9.1754145,2.9592129,6.263637,5.681794904,12.4113977,10.355915,21.373846,12.49506504,7.49363,6.673642185,476919
ENSCAFG00000004479,28.6180054,16.7368088,2.8609341,6.32855,13.0589409,17.4515436,22.7940716,9.106716,10.048708,9.134543,6.5251531,477010
ENSCAFG00000004480,0.205437,0.380675,0.25873,0.199728,0.233298,0.108895,1.1741,0.671643,1.07601,1.08888,0.601262,485452
ENSCAFG00000004481,12.498607,8.47678,0.643667439,2.918842,4.027836,47.77547,72.16132,14.33694,126.80601,123.9572777,14.76707084,404000
ENSCAFG00000004486,63.16152,41.9134134,17.805048,19.757356,46.7053502,90.504348,120.9162148,113.850457,65.457544,61.147919,27.5201126,476780
ENSCAFG00000004487,1.1776166,0.286744,3.708245,12.8345205,0.439125,3.5315905,0.601973,2.130832,1.051812,2.092391,1.749567,493995
ENSCAFG00000004488,0,0.0358413,0.796727,0.235954,0.599981,0.0675162,0.89551,0.071501,0.272331,0.0685986,0.0237312,477989
ENSCAFG00000004489,12.0507,11.1483,2.57196,5.87484,12.1399,5.64172,16.4642,11.3784,12.9696,8.73622,6.23704,477011
ENSCAFG00000004491,49.31251,20.682424,0.457985,3.87619,1.122626754,2.963331,20.225722,4.19802,51.7201,20.42069,6.2196,476921
ENSCAFG00000004492,0.108623,0.0538353,0.20576,0.980051,0.324115,0.956821368,0.566678,1.21845,0.0266671,0.0486337,0.0325841,484638
ENSCAFG00000004493,0,0.0249951,0.0275384,0.13851,0,25.789866,19.70162,3.567257,340.08449,404.38403,305.18833,476104
ENSCAFG00000004494,0,0,0,0.241959,0,0.0853473,0.540311,0.0589686,0.0582874,0,0.0735939,476781
ENSCAFG00000004495,13.9604,8.164363066,2.52617,6.69706,7.142958163,5.33411,7.46628,9.02061,8.12555,6.99631,3.69752,100686384
ENSCAFG00000004496,0.611708,2.06252439,0.305072,1.749372,0.884214,1.1747257,7.9690716,1.0242237,35.990756,28.2259,1.6345063,487114
ENSCAFG00000004497,20.6706,16.309,6.29934,12.1236,19.8968,14.2601,24.6762,17.3051,19.4039,22.1774,9.63648,476105
ENSCAFG00000004499,0,0,1.36515,2.766831,2.63607,0.370621,0.3780764,0.150619,737.417,485.116,281.986,608910
ENSCAFG00000004500,0.4093376,0.21238728,0.05426317,0.2551349,0.1892923,14.3238,22.78158,13.213974,0.7456667,1.1190173,0.4260816,485154
ENSCAFG00000004501,4.01424,0.5207,11.91325,29.27869,42.7942,28.11607,0.355412,22.76779,0.337042,1.04156,9.97546,483282
ENSCAFG00000004502,26.13336,22.81917,3.98041,4.77047,5.06807,7.3653,7.76185,12.32846,1.691088,2.050071,0.609779,484448
ENSCAFG00000004503,0,0,0.00678462,0.0897154,0,0.0503821,0,0,0.0265407,0,0,100686547
ENSCAFG00000004505,0,0.0685156,2.8704094,2.875268,7.74257,4.728271,0.0271623,6.2461456,0,0,2.42272,610011
ENSCAFG00000004506,0.299212,0.556863,0.00901645,0.0199946,0.0277155,0.336201,0.166169,0.253179,0.00885991,0.00840368,0.0661607,482788
ENSCAFG00000004507,2.042769,0.663846,8542.48719,12472.51391,16440.33572,52.155456,0.41147297,30.16291,0.265841,0.646049,30.6475,476435
ENSCAFG00000004511,8.96794,6.676954344,1.678802767,5.686260017,9.628746,5.22278,10.622047,6.3413,16.67858002,6.743064,3.152051,485453
ENSCAFG00000004512,3.3902,3.21146,0.339289,1.25244,12.3474,1.92097,7.78769,1.43551,0.327847,1.02283,0.212266,476782
ENSCAFG00000004516,10.238,5.65063,1.76589,8.26342,7.88717,11.7123,11.8102,11.2557,7.50477,7.14729,4.71925,477990
ENSCAFG00000004520,32.133,34.65244,14.0464,10.3644,47.9288,9.94899,34.4483,22.4795,27.8507,18.7786,8.44995,485156
ENSCAFG00000004521,2.344910555,0.923776,2.1275753,4.1859052,6.512871,1.9615769,7.653522,12.0339331,2.182299106,1.79579,0.4431961,484640
ENSCAFG00000004523,0,0.0475485,0,0.0346792,0,0.0162118,0,0,0,0,0.0208906,100683849
ENSCAFG00000004524,0.0388183,0.060424,1.6626,6.57896,2.94602,4.2277,0.0140469,1.15821,0,0.0198352,10.3909,106559221
ENSCAFG00000004527,9.50123,3.677311,2.72581,7.96335,8.384913,6.126314,3.66571,6.923553,1.96327,3.046281,3.04524,484449
ENSCAFG00000004528,2.49312,1.62306,0.333925,1.72673,1.30365,4.42507,4.86139,2.22411,4.20659,3.10018,5.40292,612902
ENSCAFG00000004529,187.84181,210.071144,102.4627956,214.048931,340.435444,117.427825,444.936393,410.5461613,113.397721,126.441947,51.9562682,477991
ENSCAFG00000004530,10.097738,4.620776467,1.1531626,3.760228,5.1751264,5.706326,5.294653,5.5543919,3.290933303,5.5391,4.031914,477012
ENSCAFG00000004531,15.36071,9.8878717,59.35918,251.507064,186.34238,65.8684,30.06971,78.140212,48.88803,19.90432,23.852274,609084
ENSCAFG00000004532,0,0,0,0.0668408,0,0.437326,0,0.630042,0,0,0,483284
ENSCAFG00000004533,6570.6918,4335.276,1956.1042,2229.033,5489.385,3167.756,4141.948,3019.267,7413.004,5647.31738,2450.9054,476924
ENSCAFG00000004534,0.247392,0.795749,0,0.227813,0.354435,6.0218,4.65424,12.5765,1.42989,2.19866,1.00337,484450
ENSCAFG00000004535,5.05604,2.93284,0.473587,5.29745,4.3609,8.25676,9.12373,3.82881,1.50036,2.50951,2.34322,484641
ENSCAFG00000004537,29.177278,34.420305,10.4315648,20.8142868,38.623203,22.1548479,36.8975496,25.792128,15.733,18.8503959,9.7511752,475695
ENSCAFG00000004539,2.43742,3.49092,0.392756,1.37912,3.3043,2.6829,5.12799,1.45376,2.03973,2.91564,1.67411,610840
ENSCAFG00000004540,60.5904,62.2879,13.621,14.9715,135.764,15.926,61.7736,28.2708,36.5744,21.8465,16.3914,609164
ENSCAFG00000004544,0.60654033,0.1623378,0.070531314,0.09369262,0.1274855,0.306349307,0.400716169,1.0678979,0.3911085,0.131541,0.0331662,485158
ENSCAFG00000004545,4.7728,5.505575,1.686096,3.547051,9.124331,3.002601,7.216066,2.976661,2.261138,2.762309001,1.030862,487116
ENSCAFG00000004547,0.248632,0.0644725,0.181658,0.151358,0.117134,0.872695,1.70753,0.652615,0,0,0,485456
ENSCAFG00000004553,0,0,0.635141,3.90296,1.75496,0.401586,0,0.416018,0,0,0.148418,483286
ENSCAFG00000004554,0,0,0.205748,0.894766,0.258889,0.369695,0,2.07379,0,0,0.0460421,483287
ENSCAFG00000004555,13.171552,12.04139,16.54449,22.13105,26.82651,54.9557,59.2347,93.51479,603.6422,714.473,802.323,475532
ENSCAFG00000004556,0.041935622,0,12.0322399,11.697366,76.755361,141.24664,0.061398501,58.831451,0,0.24644368,53.36544,483288
ENSCAFG00000004557,20.6497,14.340749,3.74852,7.54947,13.0758,9.328849,16.8059,16.825434,9.19358,5.62689,3.140396,609189
ENSCAFG00000004563,18.685,15.7402,7.71057,14.2556,14.5262,15.6427,14.5608,11.0184,9.1837,10.906,11.1964,484452
ENSCAFG00000004564,4.33702,4.47325,1.4917,2.67865,6.89874,2.37909,4.74816,3.7355,4.76348,4.42169,1.62887,485458
ENSCAFG00000004565,0,0,0.0289091,0.0385144,0.269865,0.0720834,0,0.0507824,0,0,0.139407,100686403
ENSCAFG00000004567,511.29693,870.94004,214.771365,234.13448,1759.58729,678.54983,2659.69058,709.04644,1816.78736,2142.3065,906.703403,475375
ENSCAFG00000004568,0.027782,0.0317148,0.0157036,0.188956,0.0289809,255.931,88.9244,7.54643,0.542966,0.5834,0.612933,403767
ENSCAFG00000004572,1.304,1.67668,0.170696,0.434188,0.724279,0.534973,7.87361,0.970815,3.84198,2.98438,1.58009,482794
ENSCAFG00000004573,24.6,21.1796,31.6863,65.5643,115.857,11.5401,18.4495,20.255,20.9578,12.3299,5.90774,482514
ENSCAFG00000004574,0.119232,0.0927822,0.0512682,0.0345694,0,0.130332,0.924847,0.156393,0.265114,0.395826,0.379774,100686984
ENSCAFG00000004575,2.75055,2.77612,0.185893,1.29572,1.43349,0.351854,1.98514,0.412462,0.444698,0.482638,0.279942,484453
ENSCAFG00000004577,3.20526,2.7148961,1.7754953,3.39377,6.06959,5.89487,6.50299,5.193618,4.17703,2.332311,2.30897,100688339
ENSCAFG00000004578,0.816586,0.982083,0.466113,0.395357,0.996477,0.508087,2.26651,1.11202,0.573168,0.420148,0.299667,610565
ENSCAFG00000004579,1.671436,1.980692,0.2901181,0.280673,0.686954,0.378906,30.69372,1.221906,10.43677,5.9792,3.005012,475533
ENSCAFG00000004581,15.20659,18.14056,3.19869,7.80854,26.6601,16.198172,56.9552,27.7511,32.564,22.886904,8.95822,484642
ENSCAFG00000004583,0,0.326929,0.820028,1.25705,0.762077,0.678086,0,2.307864,0,0,1.24549,483298
ENSCAFG00000004584,137.1464107,214.336187,40.5535063,48.6825304,225.684114,311.434729,1578.793891,409.8589761,165.2215992,85.239887,42.9148087,476927
ENSCAFG00000004585,18.968,15.8297,40.9301,125.813,162.308,20.8044,133.388851,68.6713,54.4533,50.4604,9.944976,610914
ENSCAFG00000004586,57.65353,32.383659,18.656187,44.0686548,29.5634211,60.060778,71.533606,90.214713,59.101522,70.1309626,69.906433,477993
ENSCAFG00000004587,3.347235,3.449846,2.301786,6.3775,2.071571,5.421934,3.096659,7.631595,2.407878,1.82435,5.955996,476436
ENSCAFG00000004588,0.825585,1.85084,0.851049,0.920138,3.34535,5.58219,3.06361,1.24266,1.88079,0.937861,1.51478,100855474
ENSCAFG00000004590,0,0,0,128.643,0,32.0072,0,0,0,334.223,72.5067,476525
ENSCAFG00000004591,0.217821,0.112892,0.0633106,0.26193,0.406191,17.1591,24.0736,4.15828,0.121179,0.190021,0.572438,606995
ENSCAFG00000004593,37.2868,32.6117,17.3345,22.0958,52.588,29.5647,54.7704,45.123,26.9848,19.283,13.3822,476785
ENSCAFG00000004594,6.096364,8.551242668,2.45349,2.743610017,21.5049,95.52793,155.96111,16.82089,22.000919,27.73325803,9.02505,477994
ENSCAFG00000004595,0.699762,1.35204,0.181455,0.555258,1.71816,0.916163,0.716741,0.585143,0.100704,0.245125,0.490463,483297
ENSCAFG00000004596,8.543401,7.718082,2.520517,5.46082,21.311736,4.4643834,14.737311,4.78681,19.67871,25.043,11.95394,484644
ENSCAFG00000004597,9.37748,8.9956,1.84394,2.341325,6.27532,2.80153,11.63141,6.946608,2.62363,4.52887,2.940532,484454
ENSCAFG00000004598,25.24584,13.466395,3.94659,18.596457,27.1943058,19.9408213,19.861735,20.5177513,16.84657,17.4587,14.76327,485572
ENSCAFG00000004599,0.44059,0.685665,0.232396,2.24451,1.248532,188.01634,0.491721,41.16762,0.0816629,0.134663,51.0001,483299
ENSCAFG00000004600,0.608208,0.819876,12.06555,0.792901,3.31672,0.587408,2.4104,1.83963,0.476934,0.208184,0.185096,100856132
ENSCAFG00000004601,0.0826585,0.128632,7.0651413,1.8105503,10.620851,8.852689,0,18.0074,0,0,1.404505,100856771
ENSCAFG00000004602,13.4646,13.594302,1.4075132,2.72954,14.7180296,9.49404,31.19463,7.288749,12.662606,16.687476,5.568513,476928
ENSCAFG00000004603,14.9459,19.9998,2.85002,3.84405,11.801,4.91002,18.715,7.31253,22.4858,12.5465,3.99622,100856551
ENSCAFG00000004604,0,0.011729225,0.673841,2.907375,4.309496,3.831653,0,1.771981,0,0,1.2863438,100856760
ENSCAFG00000004606,7.465506,7.3501814,13.6970706,16.2781053,9.2533601,9.4812429,8.5385235,10.5629322,6.6542388,8.1474698,8.6003959,483870
ENSCAFG00000004607,0,0.0526733,0,0,0.090993,0.0274954,0.0373314,0,0,0,0,485460
ENSCAFG00000004608,50.335412,21.728064,16.616466,37.519326,29.733345,67.2841,41.310632,35.408138,26.324907,44.886397,34.380658,484455
ENSCAFG00000004609,12.2558,10.7677,2.2794,3.98002,8.7182,7.69908,14.2401,8.48794,13.6419,13.2564,6.60781,476786
ENSCAFG00000004610,0.437169,1.01138,1.29912,2.11087,1.05578,4.50647,3.21837,2.49027,5208.01,4215.73,3495.33,442969
ENSCAFG00000004611,0,0,0.189768,0.280343,0.504256,1.639451,0,0.521202,0,0,1.25336,483302
ENSCAFG00000004613,2.0508,0.601928,2.75216,15.7021,2.9627,3.303,3.67128,15.3557,3.65787,3.87819,2.84431,476526
ENSCAFG00000004614,0.653795,0,0,0.425293,0.420932,1.510499,0.679918,0.668618,1785.0674,1204.5202,1315.3269,111097895
ENSCAFG00000004615,8.30148,4.72713,11.6704,31.72675,8.571383,19.605938,18.97921,11.93952,15759.95,17278.06,17455.96,476437
ENSCAFG00000004616,6.57765,6.93203,4.24922,5.64291,9.9954,5.46252,15.6353,3.96496,16.502,5.23113,4.95265,476787
ENSCAFG00000004619,12.395,16.2134,2.92817,7.22513,10.1439,7.55741,14.1801,3.42058,17.5614,16.0433,6.32699,100856610
ENSCAFG00000004620,12.9212,10.0549,23.6173,32.5996,20.7255,19.7912,17.4966,25.7918,15.9679,16.8554,11.8946,611055
ENSCAFG00000004621,0,0.0106876,0.0233776,0.0348239,0.0180867,0,0.134248,0.0463815,0,0.0210023,0.013925,485160
ENSCAFG00000004623,12.1886403,7.65195,5.292503001,13.183074,10.16986,38.379147,28.79996,38.090552,14.679342,18.25080122,17.024852,475538
ENSCAFG00000004626,88.8889,73.5056,21.93441,14.58793,45.20867,19.16469,48.3643,35.5842,40.9965,89.0363,28.1203,611060
ENSCAFG00000004627,15.20204,11.54581,11.849383,40.13183,68.9891,21.21415,14.80452,30.88636,3.99516,7.10314,10.43076,475694
ENSCAFG00000004628,14.6293,12.210324,5.36084,10.1544,9.33068,11.424946,16.952247,34.2496828,13.519265,10.912646,3.506495,476788
ENSCAFG00000004630,6.05579,4.52037,2.723051,3.106299,3.1732257,6.011161,4.2253902,7.3041563,1.2455743,1.784363453,1.893907,485573
ENSCAFG00000004636,27.69648,11.22945,77.6223498,99.77702,104.39536,130.514765,71.83195,306.653324,13.548262,25.803137,8.418572,484456
ENSCAFG00000004638,0.0431929,0.179272,1.572456862,2.691059,3.061332,6.280953,0.0949203,3.568207413,0,0.042208,8.054738,475910
ENSCAFG00000004639,0.269637,0.339741,0.0219614,0.153942,0.410816,0.206061005,0.281494,0.476737,0,0.0379679,0,485576
ENSCAFG00000004644,0.578369,0.0473811,0.0692741,0.397375,0.32288,3.275233,3.920713,8.342497,0.101463,0.243693,0.0624434,609336
ENSCAFG00000004647,32.6255,14.7136,2.59565,6.84737,5.16969,13.799,9.90996,11.4202,18.1344,21.8094,15.1191,610996
ENSCAFG00000004648,110.3517,74.683,6.00565,13.776458,16.07534,88.128871,82.1299,47.1403,27.56022,34.2949,15.14326,485577
ENSCAFG00000004651,8.36468,2.3611455,0,0.14559,0,1.52282,1.08798,1.95334,0,0.0487397,0.433644,612343
ENSCAFG00000004652,29.931011,12.519868,7.290789795,13.48432,9.418262,21.040752,18.6432,19.422502,8.6413727,14.780921,4.258237007,403873
ENSCAFG00000004656,1.48109,0.160847,0.390572,1.08436,0.81475,9.45276,13.3094,34.285,6.12126,9.80936,1.92519,487119
ENSCAFG00000004658,0,0.198404,0.0440519,0.0449195,0,0.0850909,1.53914,0.143249,0,0.140863,0,403541
ENSCAFG00000004660,0.307782,0.926079,0,0,0.0555788,0,0,0.069202,0.0684386,0.0581853,0.0873453,484457
ENSCAFG00000004662,1.704058,1.82664,1.001486,1.962727,9.499235,4.16054,25.14736,11.0263,24.35573336,22.31879,3.934,475696
ENSCAFG00000004664,12.94886,6.337017,13.46104,20.56592,9.83582,53.8241,23.58615,59.3248,32.9179,14.97746,18.95937,476930
ENSCAFG00000004665,0.4890063,1.66219,0.172075,0.5241842,1.2605,210.48546,358.22373,7.830657,1.0943836,0.1960201,0.8182187,475536
ENSCAFG00000004666,2.07996,2.73535,3.15208,6.53691,16.4465,0.914732,7.88708,10.8447,1.12904,1.63876,0.506702,476439
ENSCAFG00000004671,0,0,0,0.1547342,0,0.148833,0,0,0,0,0,100682941
ENSCAFG00000004672,8.1776,6.66712,2.457684,6.580659,5.319997,7.66076,10.360528,8.281711,4.52563,4.93618,5.35623,482518
ENSCAFG00000004673,11.8295,9.89598,1.75872,2.15854,4.69851,403.538,227.023,99.4724,281.842,214.297,454.115,100170647
ENSCAFG00000004674,0,0,0,0.0486648,0.0757412,0.0912971,0,0.143419,0.0472269,0,0.0294709,483304
ENSCAFG00000004676,91.36296,54.35734,0.359609,2.01461,4.57687,6.729628,15.4704,3.562622,35.47783,32.649006,14.91266,483006
ENSCAFG00000004677,11.38515,6.579139,0.710423,3.78167,16.73491,8.84428,23.72276,5.56952,4.8596442,7.790554,2.70783,609431
ENSCAFG00000004678,6.559972,5.603376,0.735889,1.993478,3.08302,10.237122,20.14116,5.132182,5.05076,5.71121,4.83399,100685411
ENSCAFG00000004679,19.2810065,13.20235153,3.35093994,5.08579,9.985698,21.489279,22.527334,14.77754451,13.180443,14.86787812,8.296372001,612778
ENSCAFG00000004681,10.9232,9.99936,15.9825,12.5349,21.3921,6.641062,4.819917,12.7927,8.05812,6.69063,3.67892,475379
ENSCAFG00000004682,11.5821,6.81513,0.860187,3.17277,4.98855,3.12996,10.916,4.89882,7.51556,10.672,6.87864,607108
ENSCAFG00000004687,0.8209518,0.65196763,4.06622,6.62051,7.510593,1.3897549,5.980272,17.270366,2.7793369,4.186397198,0.788785,403784
ENSCAFG00000004688,50.89232,37.69568,8.546884,19.487958,38.19099,45.63373,84.7016,29.28987,39.14332,27.06396,11.520106,483007
ENSCAFG00000004689,0.636558,0.125106,0.0236469,0.1199869,0.302116,0.340635,0.12779,0.485856894,0,0,0.234191,483874
ENSCAFG00000004690,30.3542,1.88809,53.558804,60.3134,279.306012,95.8597,2.83575,245.85724,20.146649,3.19222,81.2941,479485
ENSCAFG00000004691,0.311006,0.376517,6.84833,17.5793,8.97558,2.80665,0.0376376,8.03246,0,0,0.705147,483305
ENSCAFG00000004692,4.35146,5.633481,0.5219863,1.205677,1.556469,2.71828,6.158669,2.912965,3.95436,3.433646,1.829283,487123
ENSCAFG00000004694,0.174112,0.173156,0.0739845,0.358199,0.291834,0.318313,0.377097,1.01303,0.03223,0.0598766,0.165589,482519
ENSCAFG00000004696,27.6218,21.373,1.7106,2.40737,16.0819,7.47592,23.807,10.2643,20.6889,12.8474,5.08818,477995
ENSCAFG00000004698,10.2032,14.592221,2.680799,12.0681,13.5762,12.766882,25.0118,7.6991,5.82553,11.2692,7.280768,482800
ENSCAFG00000004700,93.3726,86.5163,13.3799,36.4747,99.6076,66.5098,114.208,72.3207,67.4164,52.7565,44.6291,100856243
ENSCAFG00000004701,0,0.421318,0.191801,1.01304,0.15568,0.196254,0.125217,0.183568,0,0.262622,2.44227,482520
ENSCAFG00000004702,31.8854,14.79236,7.95738,14.61999,22.49856,18.18119,27.53128,23.7462,15.47723,9.92297,10.47109,477996
ENSCAFG00000004706,3.34749,3.82014,3.42832,6.32453,50.0296,1.78215,3.06738,3.29024,2.23413,2.13092,0.732055,607252
ENSCAFG00000004707,0.910467,0.755816,0.233091,0.499498,1.12661,0.0483088,0.30921,0.330182,0.33719,0.243002,0.290495,612388
ENSCAFG00000004710,84.6094,79.9983,17.1975,21.6748,70.7544,31.008542,81.5172,53.0299,98.0225,47.006,21.3784,100856252
ENSCAFG00000004711,0,0.14092,12.11317,24.30869,95.627,23.84752,0,22.7286,0,0,17.42799,609652
ENSCAFG00000004713,0.270041,0.336264,0.514213,0.65577,1.309768,0.57181715,1.353706,2.79365,0.960021,0.62424,0.350452079,475380
ENSCAFG00000004715,0,0,0,0.421985,0,0.0832501,0,0,0,0,0.161141,483307
ENSCAFG00000004720,0,0,0,0,0,0,0.236688,0,0,0,0,100688689
ENSCAFG00000004721,44.013735,23.649136,4.3508043,19.28392071,30.06237,30.347229,45.980596,27.28639,17.256095,22.46671,11.678887,477015
ENSCAFG00000004722,1.75002,1.3700333,7.00833,17.1579,46.1124,7.9407,1.34564,14.85229,1.13339,3.61467,5.74392,450237
ENSCAFG00000004723,58.7405,51.056,0.179085,0.377115,0.594275,0.9447432,7.07815,1.491195,0.100113,0.313748,0.2883657,484464
ENSCAFG00000004724,173.343,260.40737,58.76108,76.1157,322.1855,123.10919,281.8477,298.1742,99.5058,90.2416,69.80076,474963
ENSCAFG00000004726,23.0517,14.0507,6.486,10.8838,14.4047,21.2085,19.3732,17.268,19.1248,20.0907,20.7322,476444
ENSCAFG00000004727,0.471143,1.070349,0.0708395,1.541852,0.384867,0.84593,1.338786,0.1703108,0.360855,0.485255,0.845823,476445
ENSCAFG00000004728,1.8851102,1.6954757,2.701665092,12.22288621,6.3525263,2.6041467,4.1544746,4.389381,2.0326163,2.514304,1.648357,607414
ENSCAFG00000004729,0.174999,0.0726358,3.69819,6.015261,3.2584,14.299554,0.0296503,13.6893447,0,0.0398025,6.73674,475913
ENSCAFG00000004730,5.81123,1.93612,2.86841,2.80017,2.34536,2.57665,8.3618,13.6894,2.72615,9.05269,3.70776,476446
ENSCAFG00000004731,0.60176497,0.25076311,0.068307113,0.7373663,0.494229341,0.524289274,1.017213749,0.323682338,0.127929,0.191626438,0.114943,485166
ENSCAFG00000004733,0.765828,0.233755,1.4070774,12.92109,4.775651,0.4241116,0.30435562,0.8771798,0.237069,0.160572,0.2251542,476932
ENSCAFG00000004735,37.0574,22.268619,8.256477,13.642175,33.7876,20.1369,34.2621,35.868767,31.1289,29.66436,10.7428,477998
ENSCAFG00000004738,21.2811,32.6373,19.7188,34.1111,29.8133,32.6695,48.4309,38.8905,10.3445,16.2181,11.2221,611184
ENSCAFG00000004739,34.43533,38.869374,27.632748,54.26975,47.87065,47.362023,44.58237,27.033221,12.9530881,20.293864,21.702265,482802
ENSCAFG00000004741,0.10589,0,3.73338,10.2542,13.72654,8.77676,0.0192276,10.6099,0,0,4.00672,483310
ENSCAFG00000004742,1321.75,236.82,0.43495,0,0.177006,0.11265,0,0,0.405212,0,0.295277,484468
