ens_gene,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,gene_ids
ENSCAFG00000000326,20.160317,8.6194048,4.6076007,12.78560821,28.37673,12.3440745,15.3408664,36.202901,12.2890935,12.75958,7.769819,442965
ENSCAFG00000000330,5.49874,6.86052,1.196722,8.58333,29.31618,3.04141,10.469503,5.13662,7.60839,5.750540139,2.93543,484023
ENSCAFG00000000332,0,0,0,0,0,0,0,0,0,0,0,481452
ENSCAFG00000000333,18.54277,11.4266628,1.96233544,5.41853,10.260185,9.04874,10.7765713,9.92405955,13.499173,13.59435,7.48085,481141
ENSCAFG00000000334,1.059537755,2.000782179,0.2652259,2.361310002,0.524542,0.393324366,1.383576,1.175101,0.752712,0.89284617,0.441986,481453
ENSCAFG00000000335,3.199899,2.6432988,0.39169,1.884202002,2.59116,2.61662942,5.157621,2.276438,3.492453,2.56016,2.027675556,476233
ENSCAFG00000000336,210.29092,253.81786,48.48719,69.09277,211.48093,122.69164,285.71305,211.4811,196.67941,183.05761,98.63968,481455
ENSCAFG00000000337,69.651571,47.616523,2.4164873,6.679862329,6.6799547,41.7074042,53.2711241,26.2552374,14.193533,25.281911,13.7015075,474425
ENSCAFG00000000338,0.980466,0.3815171,0,0,0,0,0,0,0,0,0.0217143,484024
ENSCAFG00000000339,0.103262,0.214287,0.516926,1.93458,3.84292,16.0658,9.91415,2.38066,1.20522,1.24205,0.108591,481142
ENSCAFG00000000344,13.67409201,4.935375717,2.093222694,3.380669,2.4642071,8.3025158,5.27001294,10.445142,4.299512556,5.314212,4.558893729,481454
ENSCAFG00000000345,2.267264832,1.9381705,0.166684,0.56066244,5.386560209,0.491847,2.144681,0.784659,0.353749025,0.256886219,0.14974305,481144
ENSCAFG00000000348,171.49203,113.157065,45.517064,123.60604,185.436512,176.93378,296.79732,138.69107,249.81286,251.2138,114.43971,403908
ENSCAFG00000000351,1.49595,0.75766,0.2703317,0.401051,0.4011133,1.2159,0.727732,1.64325,1.54353,2.15318,1.15161,100683508
ENSCAFG00000000352,52.856763,37.6883,6.326367801,10.993842,27.11129,29.233384,42.763286,27.319927,67.681422,71.64556,51.49254,474427
ENSCAFG00000000353,13.3288618,9.103493776,1.05056,2.56071681,4.973558001,5.900609,11.389715,3.45775823,5.674207,8.25959,3.895142,476237
ENSCAFG00000000355,39.2139,20.22953,7.49677,16.66841,9.33033,56.041,41.220062,65.67855,10.75489,20.66783,13.26598,481458
ENSCAFG00000000356,11.307142,8.8762376,2.94396,5.84175,16.201383,14.468862,20.62427712,12.946939,14.37412,10.370843,5.697187,481145
ENSCAFG00000000359,81.9717,34.94249,14.107646,82.344164,54.98965015,157.01175,110.1148,60.31037,78.4246,80.8715,63.571486,474429
ENSCAFG00000000360,66.58838,51.23152,71.225004,104.74363,217.884498,70.69182,118.44427,114.06783,131.50089,176.32684,102.04806,481459
ENSCAFG00000000361,42.9702,22.366123,0.3393162,0.414254,0.523405,7.24038,4.968454,3.388322,2.163129,5.59806,1.220083,481147
ENSCAFG00000000364,0.103327,0.264321,0.1454901,0.938003,0.301655,2.998242,7.70458,0.125831,0.111818,0.034208,0.1629482,481148
ENSCAFG00000000366,5.5637203,3.326151575,5.049757,21.8683953,34.40902902,10.9755401,11.89559671,12.092397,13.153553,7.861035,3.7004297,608649
ENSCAFG00000000367,0.804683,0.687667,0,0.0726966,0,0.0623727,0.0171655,0.0355241,0.131457,0,0.128451,474820
ENSCAFG00000000370,251.62921,180.936873,49.205704,70.0331,78.7206,183.9433,127.892092,147.1759,141.10194,129.78078,105.85364,474432
ENSCAFG00000000372,3.23476,2.397055,0.671659,3.5057,4.53037,4.12193,10.07933,8.56981,3.53217,4.47066,0.818251,476238
ENSCAFG00000000373,33.45534,23.4571,3.443119,11.1937,38.8583,17.701,36.7099447,17.676426,19.52428,23.610438,13.7441,484028
ENSCAFG00000000374,3.15398,1.88813,0.365199,1.18393,1.65905,2.23479,6.19324,1.46907,3.08092,4.16355,2.88174,481150
ENSCAFG00000000378,1.696585,2.643412,0.595079612,0.953224,2.70369,1.705395,3.55055,1.422675,2.41072,1.883700081,2.165091,608595
ENSCAFG00000000379,10.5865,7.21167,1.87116,3.48926,10.9542,3.90155,10.7125,7.17002,5.54913,3.6488,2.71439,484030
ENSCAFG00000000380,20.58757,11.78010815,0.817265066,2.767875,4.604867877,11.31415,16.5517863,7.5335537,10.07863,9.2650398,5.060865,474822
ENSCAFG00000000381,32.8626,29.263172,5.0183476,14.7073967,23.51279798,23.058917,35.38583356,16.6281474,14.74401,21.06816,10.74822,481460
ENSCAFG00000000384,2.547134,2.105074,0.0361595,0.286962166,0.0986488,0.6232137,0.367045,0.395319,0.22145,0.15347,0.0379414,474434
ENSCAFG00000000385,14.8292968,13.17189,11.1603464,14.919514,21.506477,17.5852609,17.9415275,12.4765479,9.80173,8.58707,4.86303,476240
ENSCAFG00000000386,0.849871,0.911191,0.113602,0.590079,0.560822,2.4698,2.34032,1.65637,1766.69,1996.12,532.72,474823
ENSCAFG00000000387,11.34563,9.183241,0.513008,3.214747,7.78806,5.735208,13.852174,3.982324,5.713156,4.87185,2.492045,476241
ENSCAFG00000000388,10.4544,11.112178,1.97397,3.85891,19.8103,5.792312,11.3657,8.80336,10.0751,10.9543,5.88413,102154748
ENSCAFG00000000390,8.7456,6.89391,2.84173,6.65353,12.50098,5.74141,10.96646,6.63223,10.872569,7.93019,3.67443,484031
ENSCAFG00000000391,0.859842,0.5266848,0.737144,0.442633,0.443999,0.0755206,0.1480961,0.640476,0,0,0.0194566,481462
ENSCAFG00000000393,59.76389,57.50211,76.9138,100.01093,238.5692,30.802571,67.63342,41.87875,38.06224,29.61716,14.2858,476242
ENSCAFG00000000394,21.3083,16.4721,26.4491,54.6537,21.5329,47.4467,23.5035,57.8396,18.8316,18.0908,30.5134,474824
ENSCAFG00000000395,20.189005,14.556992,3.95963,14.883667,48.74949,9.777382,17.809849,11.659945,82.49332,76.06914002,41.93686,474652
ENSCAFG00000000396,17.3603,13.5203,4.88324,8.34666,7.76244,18.0562,24.1175,28.4378,11.1865,17.1661,8.20224,474825
ENSCAFG00000000397,39.62577,31.530159,4.043511,7.17649,18.834107,19.66312,45.129309,22.11039,33.148025,33.56543,10.62831,474437
ENSCAFG00000000398,8.008730292,12.4259017,2.779910031,3.97764,14.8941,14.242652,43.3693,9.46595,9.383380005,9.255420001,3.664319,100688818
ENSCAFG00000000399,0.934393,0.692383,0.117383,0.16343,3.28315,5.74832,71.1105,6.75918,0.296802,1.45961,1.44045,100683099
ENSCAFG00000000400,4.03218,15.3245,3.0395,9.75459,12.162,15.6003,25.2921,15.1234,4.44467,3.38434,10.77777,481704
ENSCAFG00000000402,2.9647,0.82134,57.2954,84.4856,405.079,33.0942,374.431,12.9784,2.02108,2.33114,1.79391,611924
ENSCAFG00000000404,0,0,0,0,0,26.9826,23.4656,0.461215,67.7835,71.0552,69.2612,476244
ENSCAFG00000000405,0.989565236,1.683389318,0.857734552,1.44208168,2.42763641,1.17668054,3.12247738,3.26756066,1.355020121,0.895874521,0.690987685,484035
ENSCAFG00000000406,17.048,8.93224,2.41725,5.94296,8.29043,10.7148,15.7136,8.32617,16.1229,15.7706,4.18628,481705
ENSCAFG00000000407,8.7723978,7.810126,3.0070512,20.141329,28.140125,4.7312243,8.804086,3.2263197,1.99076,3.45516,1.872494,481152
ENSCAFG00000000408,0,0,0,0.0378815,0,0.143042,0.385601,0.219407,0.289375,0.0611187,0,403801
ENSCAFG00000000409,0,0,0,0,0,0,0,0,0,0,0.178749,608923
ENSCAFG00000000410,0,0,0,0,0,0,0,0,0,0,0,481153
ENSCAFG00000000411,67.0028,69.16,41.324,52.7309,92.5411,54.3805,89.5347,82.2971,74.4236,62.1576,44.3031,474827
ENSCAFG00000000412,6.84069,3.91115,0.750282,0.913376,1.39008,3.10841,6.9898,4.65431,1.8496,1.75725312,1.311506,474439
ENSCAFG00000000413,1.48661,0.674924,0.5568571,1.892457,1.4867,10.10848,5.6434916,7.970284,2.52414,0.99959,1.369096,476245
ENSCAFG00000000414,9.896982,22.99456,1.906522,11.59208,6.57676,14.80314,22.97869,9.89517,2.9538,2.32459,5.17889,477580
ENSCAFG00000000415,132.6055,122.558093,36.46472,38.058,86.18638,75.6293,141.90951,143.76765,126.159534,57.1164,48.3162,608981
ENSCAFG00000000416,30.5193,36.0262,42.12405,75.1871,112.376,48.5601,58.0038,43.4571,30.9905,26.501,24.4672,474828
ENSCAFG00000000417,3.757564,2.024423,1.5187096,3.546351,3.679575,3.777332,2.458825,4.492993,3.619326359,3.871380025,3.372204172,474440
ENSCAFG00000000418,80.6106009,75.013547,14.1871248,22.742815,76.755027,38.634102,103.310721,37.6374059,130.810011,45.465549,30.050443,403693
ENSCAFG00000000419,6.711372,4.3379079,2.0415427,4.26768,8.98801,18.89393,92.68737,87.12386,8.6054105,10.045645,2.5133825,476246
ENSCAFG00000000424,18.85343,10.95107,3.158666,9.07732,13.027203,14.46385,18.41466,17.81822,11.68061,12.513007,8.59734,474441
ENSCAFG00000000425,17.0561,14.3718,8.31881,13.3968,51.7284,25.7181,46.9009,14.6596,30.9762,28.504,11.8814,611986
ENSCAFG00000000426,47.1396,42.7844,69.9435,34.9539,119.6518,8.67728,808.357,143.6123,139.2617,84.3741,32.56873,474442
ENSCAFG00000000427,11.82689,8.597023,4.66213,8.227373,8.24259,13.4423,13.5837,14.47858,8.03472,9.87219,6.77627,481706
ENSCAFG00000000428,9.70383,12.03394,6.356444,6.88968,16.9848,7.341611,13.85774,12.9387,20.51819,9.132651,4.2063,474443
ENSCAFG00000000429,0.252938,0.426509,0.00926521,0.0370088,0.144074,0.259654,0.943996,0.498157,10.17891,40.9681,10.55484,476248
ENSCAFG00000000430,0.878502,0.810372,0.103997,0.0546769,0.159805,0.4832776,1.588696701,0.810736,0.215418,0.446097,0.1388829,403640
ENSCAFG00000000431,8.40146,5.46662,0.423772,2.46904,8.27342,2.9737,8.77649,3.39341,4.74152,4.95728,2.90796,474444
ENSCAFG00000000432,19.0293,15.5606834,26.23191,30.46966,65.753999,109.3511,46.294431,93.15942,30.37497,34.3531,32.92082,474445
ENSCAFG00000000433,4.55331,4.33258,2.391894854,2.247732,4.68865,1.30879033,4.81942,15.16855,2.027888,1.331392,1.607376,474653
ENSCAFG00000000434,0,0,62.0902,555.612,537.156,0.888981,0,0,0.122716,0,0.165863,481157
ENSCAFG00000000435,0.174287,0.660465,0.0829446,0.2436113,0.562404,0.255568,0.383509,0.204127,0.5352353,0.0579044,0.408775,481158
ENSCAFG00000000436,65.695177,42.933242,16.1701097,11.8422009,46.868605,50.237543,60.671051,99.284642,55.42243,44.7720928,24.343396,481159
ENSCAFG00000000437,8.14178,8.42864,3.03294,4.95137,15.2216,3.23397,28.3839,14.2455,6.14381,7.73593,3.8657,100687245
ENSCAFG00000000439,0,0.0123135,0.0327271,0,0.0208824,0.1110263,0.384461,0.426994,0,0,0,102153182
ENSCAFG00000000441,14.755206,6.132717,3.2121793,10.465449,6.951779,14.85761,8.621718,20.520469,7.988992,9.565355406,6.654409,474446
ENSCAFG00000000442,15.50216,14.58263,3.31336,10.25976,23.35106,8.31575,21.96116,10.38615,7.51179,9.65016,4.48271,100855462
ENSCAFG00000000443,79.8403,127.4,43.6542,124.768,303.422,31.6621,190.161,63.2637,104.829,114.836,39.13,474830
ENSCAFG00000000444,102.149302,64.8358,111.9893105,170.849745,157.871,78.5391,93.286116,99.75279,64.6722,97.88222,53.8614,474831
ENSCAFG00000000445,2.372457,2.01616342,6.358278286,20.3808,25.23734105,9.56038513,10.34048,19.7932213,1.33218863,2.0782895,1.4414611,484037
ENSCAFG00000000446,1.836351003,0.468300095,3.220690125,8.405087298,6.467133,3.5908236,9.91288486,22.85809938,4.9145481,2.781441957,0.851726494,481162
ENSCAFG00000000447,25.799,52.5313,10.8841,82.5896,203.286,54.2771,167.376,67.4611,23.4284,14.5832,30.2682,481708
ENSCAFG00000000448,40.14850003,34.74368,2.395813,3.81956,12.601109,32.5527926,38.071671,44.089261,0.2935844,0.6928072,0.711622,100856512
ENSCAFG00000000450,448.456,291.551,0.142767,0.290373,0.0644646,57.3873,106.317,505.501,3.47084,2.50607,2.34157,474448
ENSCAFG00000000451,0.0154739,0.0321158,0,0.00837626,0,0.0809035,0.0111767,0.0495398,1.54725,1.849051,3.7623151,609478
ENSCAFG00000000453,5.911730929,5.7984011,1.05969841,3.565112509,5.329471177,4.768345,5.7742864,3.4450074,4.0675588,3.07347,4.45923,474449
ENSCAFG00000000454,8.09944,4.52578,13.8339,23.2367,8.6024,24.5926,8.36049,15.7402,10.7015,16.0874,18.6687,474833
ENSCAFG00000000458,254.8543,145.44753,19.106293,60.77268,149.69702,53.90667,104.17137,58.11624,97.5803,114.990923,69.66421,100683312
ENSCAFG00000000459,18.62482,9.2027,3.94757,4.542079,7.78539,7.84592,10.29019,14.33811,23.09499,18.69904,13.42211,474451
ENSCAFG00000000460,41.3868,13.423,114.161,132.376,168.803,41.1976,94.5937,5.98702,24.3107,0.375646,38.2889,475042
ENSCAFG00000000462,0.0640374,0,0.0418208,0,0.0864218,0.0388381,0.149633,0.0240226,0.355756,0.3918079,0.1096696,481165
ENSCAFG00000000464,5.14446,5.13757,0.727286,2.09481,4.59849,2.35077,6.77681,2.31548,3.20351,2.71024,1.39802,481463
ENSCAFG00000000469,1.284318,2.1273,0.315122,0.574028,2.2349384,1.76305,5.853,1.239918,1.144973,2.42277,0.895809,481978
ENSCAFG00000000473,0,0,0,0.097672,0,0.0463407,0.061885,0.4134444,0.184137,0,0.120537,481166
ENSCAFG00000000474,0,0,0,0,0,0,0.22151,0.0188259,0,0,0,607062
ENSCAFG00000000479,0.115706,0,0,0.0667728,0,0.462389,0,0,0.29383,0.0760256,0.141822,481168
ENSCAFG00000000480,61.6446,29.6571,0,0.133509,0.276566,32.5342,35.5294,27.0929,1.01193,0.908635,1.53267,606846
ENSCAFG00000000481,0.2856371,0.263568,0.00903299,0.0900429,0,0.303462,0.18498,0.203818382,0.246937,0.0950583,0.130458,481169
ENSCAFG00000000482,3.063152107,3.8067144,3.489725369,5.1265713,6.2354612,3.068016,9.0421955,11.3433612,7.341787,5.9360925,2.4702043,481464
ENSCAFG00000000484,13.113895,9.485982,2.3797612,3.40727,9.964036,11.860189,24.864203,13.5857827,10.84646461,7.83405794,5.1135039,475045
ENSCAFG00000000485,0,0,0,0,0,0.0850909,0,0,0,0,0,481709
ENSCAFG00000000487,86.25137,207.538071,53.5494227,123.715163,230.939388,145.131039,704.238184,302.7686,498.065,704.933796,472.089829,474836
ENSCAFG00000000488,0,0,0,0,0,0,0.11703,0,0,0,0,481979
ENSCAFG00000000493,0,0.166234,0.0653679,1.10345,2.04417,3.35467,3.45821,0.360418,0.152622,0.0445184,0.28681,481980
ENSCAFG00000000494,0,0,0,0,0,0,0,0,0,0,0,481468
ENSCAFG00000000497,3.07481,8.33457,0.729949,1.68857,17.3527,3.42318,22.1409,2.99766,4.92865,3.1535,7.20185,100684769
ENSCAFG00000000506,9.85608,26.0664,1.30345,4.4755,16.7494,573.133,977.119,321.499,2.52077,0.811034,1.41124,607150
ENSCAFG00000000507,5.719805046,2.932913526,0.557387767,2.326941561,3.239708813,4.876928507,5.630491909,3.168631031,2.665696345,3.63589175,2.522720183,481981
ENSCAFG00000000509,60.1637,61.1804,26.0543,45.5968,67.8833,65.7868,81.8591,73.5451,69.1949,50.2919,46.1828,474839
ENSCAFG00000000510,1.0677,1.81192,0.0281176,0.231565,0.808772,1.04822,3.58279,1.52639,31.4318,50.1576,17.9771,100686740
ENSCAFG00000000512,8.23227,11.620931,2.06727,2.50965,9.05132,4.60008,12.8319,9.6137503,10.4217,6.150340023,2.38317,608560
ENSCAFG00000000513,1.43405,3.005462,3.588033,6.10609,11.52033,4.909159,3.55012,3.971861,1.46292,0.102596,2.56038,474840
ENSCAFG00000000515,0,0.0249951,0,0,0,0.0260261,0.530737,0.0541888,0,0.139955,0.235466,607183
ENSCAFG00000000517,0.143162,0.393705,0.0420401,0,0.136025,0.0850687,1.547498,0.121865,2.343294,1.4245,6.80633,403922
ENSCAFG00000000519,0,0.0207919,0,0.902488,0.0356552,0.1548439,0.0293097,0.246588,0.0445351,0,2.155868,474655
ENSCAFG00000000522,1.3590755,0.896859,0.741044,1.960046,1.6075387,0.6928533,1.575219,8.630658,0.549576,0.200644,0.8237013,481479
ENSCAFG00000000525,28.194,35.1568,6.46052,8.91452,22.9184,14.3148,45.5128,13.2844,21.2387,18.9145,11.1441,474452
ENSCAFG00000000529,7.465520017,2.474325612,0.5847426,4.589281408,4.110725097,4.9612862,4.195143,8.204183,3.927035904,3.7972212,2.057911475,475046
ENSCAFG00000000533,27.62,18.2506,9.77724,33.5265,46.3221,26.6334,36.8649,28.7638,12.9079,20.7529,11.2426,481713
ENSCAFG00000000535,4.48862,5.48709,5.152287,5.20156,19.08647,2.55547,11.4512,14.57809,7.12127,3.45117,2.213982,612005
ENSCAFG00000000538,0.26998,0.120061,0.0219897,0.0220206,0.0685589,0,0,0.014465,0,0,0,484038
ENSCAFG00000000543,15.85355,8.537166,3.4744897,7.5686192,11.925207,7.222175,9.903721001,12.084081,6.4617709,6.561546,4.392655,474659
ENSCAFG00000000544,0,0,0,0.0652194,0,0.015237,0,0,0,0,0,481982
ENSCAFG00000000547,1.835544,2.016063,0.5085225,0.150547,1.487637,0.625043,4.44083,1.660206,2.54247,1.13323,0.585004,612020
ENSCAFG00000000549,3.43127,6.67506,2.02736,4.540007,9.65602,4.713058,7.76074,4.87049,6.01638,4.33188,4.4535,484040
ENSCAFG00000000550,0.929078,0.963058,0.236812,0.351121,2.17485,0.269165,3.35232,1.73974,0.775334,0.500981,0.614931,608867
ENSCAFG00000000555,10.9062,12.4555,2.58375,6.15352,25.0373,17.3449,50.3276,13.5992,21.9466,21.3885,12.7701,475049
ENSCAFG00000000557,15.002892,11.1827194,1.795545,4.79732,11.433453,6.17333,17.26363,8.790801,7.228104014,6.823384625,3.3275769,481481
ENSCAFG00000000558,0,0,0,0.404499,0,0.08147999,0,0.0188103,0,0,0.175578443,606765
ENSCAFG00000000561,9.05519,21.7028,0.766779,2.54362,0.127518,1679.96,607.692,447.776,86.5665,72.795,120.734,481189
ENSCAFG00000000566,42.3952,31.4391,6.09618,12.854,6.44648,67.9335,38.4409,33.4831,23.5779,42.2209,38.3466,474457
ENSCAFG00000000567,742.26911,301.748727,32.01853941,60.78781055,77.87985713,195.4551205,171.75809,210.55385,351.0612249,226.268311,204.9270001,612751
ENSCAFG00000000568,2.16664,3.63706,0.0843915,0.467068,0.67175,0.457939,1.13867,0.318861,0.188766,0.12979,0.273042,481183
ENSCAFG00000000569,0.538336,0.357282,0.34738,1.92193,3.43318,3.1008913,5.50784,2.0021,1.595713,0.920608,0.37735,481484
ENSCAFG00000000570,11.4386,9.668688,2.922955802,8.02235,16.2859,10.155363,13.847753,12.216055,10.8399374,10.507378,4.65666,102153271
ENSCAFG00000000572,28.9809,25.411,3.25412,7.53229,10.0692,23.3361,24.4177,14.7427,10.7117,13.4313,15.0169,481188
ENSCAFG00000000575,34.03266,21.47451,21.43586,50.5384,45.76973,38.79195,31.8093,38.67738,22.77945,40.61255,29.72755,474842
ENSCAFG00000000577,1.082731,0.853702,0.908454,0.7296608,1.074174,1.179476,1.318485,2.193487,0.420589,0.3086382,0.459314,484045
ENSCAFG00000000579,12.6278,8.35931,11.2945,14.0889,9.05239,18.5655,7.67257,17.2181,3.74779,8.22022,10.3229,606800
ENSCAFG00000000580,185.383,159.473,27.3888,42.2137,202.505,68.9478,218.749,117.495,40.0776,28.8667,11.7119,475864
ENSCAFG00000000581,4.30336,4.68348,1.12006,2.60834,3.85626,4.11833,4.52018,2.77121,7.13625,6.48022,4.53136,476253
ENSCAFG00000000582,39.55427,11.099209,8.747615,22.609115,21.254027,9.537687,11.768748,26.200075,9.738339,9.087325,15.473438,474662
ENSCAFG00000000583,0,0.252791,0.0479503,0,0,0,0,0,0,0,0,608935
ENSCAFG00000000584,142.57,108.579,22.9041,54.6059,93.9685,100.061,136.149,82.5627,163.748,150.514,88.9684,607293
ENSCAFG00000000586,9.58907,9.051546,64.812588,128.09669,166.53175,8.7876,6.712818,12.329837,2.08487,1.32383,3.173746,481184
ENSCAFG00000000587,34.2059,24.01638,0.004257773,0.016870176,0,3.48037,4.411532,4.7851,0.467355672,0.508189,1.0878,481985
ENSCAFG00000000588,97.33760289,55.730341,26.883244,53.25637506,55.2771293,294.25192,191.4979827,85.4097367,404.827724,601.954068,306.817965,481486
ENSCAFG00000000589,0,0,0,0,0,0.330792,0.423616,0,0.0858828,0.571206,0.10671,484046
ENSCAFG00000000592,9.51444,18.849,4.07396,6.78957,9.49515,17.9446,23.1945,20.4845,10.5495,4.83973,58.9061,609078
ENSCAFG00000000593,8.98303,8.9816493,3.41200608,4.89886101,9.6137857,6.97655716,27.191371,12.02329673,22.49248,21.59102244,6.677878,474663
ENSCAFG00000000594,8.098407,6.09651,11.249418,12.06126,32.14176,5.597866,22.32894,17.17387,2.038632,1.856088,1.06353,481488
ENSCAFG00000000598,6.12563,4.18061,4.83337,3.87742,2.84789,39.8224,26.8842,17.2197,521.207,444.997,553.203,474843
ENSCAFG00000000600,27.9017,34.3489,8.53138,16.3625,49.8579,23.0181,68.3165,19.2682,17.2868,30.1212,12.5741,100685587
ENSCAFG00000000601,22.5909,30.5601,11.1002,13.6345,39.6096,13.8675,34.7832,16.0293,15.783,23.6591,11.0841,481714
ENSCAFG00000000602,23.26534,20.16856,2.589785,9.51795,42.60703,8.0506108,26.69201,12.48984,11.96513,8.59637,6.0459,481988
ENSCAFG00000000603,26.93409,19.171862,20.11978,19.33971,19.374751,26.55418,14.655176,37.07116,14.40005,18.22335,18.09592,474458
ENSCAFG00000000604,131.4586,63.07584,108.74434,161.84071,114.462765,145.742642,65.33682,168.9468,87.642033,91.459046,121.57411,474844
ENSCAFG00000000606,0.252208,0.0654059,0.110631,0.384222,1.06977,0.0739021,0.384998,0.331027,0.140269,0.214437,0.192929,403793
ENSCAFG00000000607,46.9604,36.979753,23.914009,24.98155,22.1033,27.7345,20.389348,36.4563,14.8976,20.3943,26.363,474845
ENSCAFG00000000609,23.279,49.4628,0.0275354,0.0218641,0.0681382,34.4137,78.2668,3.81821,0.194096,0.0595241,0.0655376,606919
ENSCAFG00000000610,0,0.0394672,0.0864886,0.415903,0.0922074,0.1910056,0.559479,0.2234134,0.442727,0.616738,0.3400642,481715
ENSCAFG00000000611,0.512313,0.6535197,0.21098699,0.2648984,0.786418,0.7797092,1.3987705,0.489051,0.4125726,0.116596,0.390585,474665
ENSCAFG00000000612,10.436834,9.19419,2.8710846,13.05342,10.4137008,10.479234,8.75836,6.067644,5.416204,7.583421,10.044384,481190
ENSCAFG00000000614,0.478934,0.228743,0.136676,1.31797,1.30603,0.319512,0,0.187507,0,0.306409,0,607379
ENSCAFG00000000615,3.25531,3.22219,0.686118,2.06129,3.83894,2.07784,5.12958,4.65357,1.976,0.612539,1.1715,607345
ENSCAFG00000000616,72.89382,64.54347,20.853131,22.67382,117.58301,24.1957,91.79455,53.30449,64.22609,48.32952,19.84062,612140
ENSCAFG00000000617,20.1396,26.9887,18.591,10.9439,27.5539,22.6845,29.4607,48.7368,1.53844,4.06825,3.09737,474846
ENSCAFG00000000618,5.16312,2.06252,0.265848,1.60719,0.694504,12.3433,6.03966,6.23229,0.45913,0.198728,0.61535,612148
ENSCAFG00000000619,11.87693836,6.218057811,1.168773002,3.891400705,4.16903538,6.0136318,6.60975559,6.449300944,11.1987114,9.571162185,6.528416171,475055
