ens_gene,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,gene_ids
ENSACAG00000000355,112.873,116.35,116.722,96.669,60.8816,93.0997,85.5994,91.8227,38.7366,46.0485,46.5322,100559792
ENSACAG00000000356,3.41008,3.41633,3.29252,2.1567,4.12131,5.11871,5.43875,3.43642,2.35829,1.37725,0.462999,100555832
ENSACAG00000000361,2.73968,2.46642,1.37428,1.04106,7.26198,2.91926,3.22253,3.06664,2.97284,2.45194,3.2286,100564758
ENSACAG00000000363,7.79802,7.97772,6.39083,7.66861,10.5581,12.3325,10.415,10.2548,13.3247,19.2841,16.6222,100552361
ENSACAG00000000364,0,0,0,0,0,0,0,0,0,0,0,100562459
ENSACAG00000000366,6.13983,6.15054,10.2128,3.47893,8.2365,25.7106,28.8138,15.5913,13.4574,23.555,9.13708,100557040
ENSACAG00000000367,2.76972,6.35243,6.80573,2.95004,3.21495,12.5772,12.3413,4.52544,4.962,8.29867,2.61607,100556112
ENSACAG00000000369,63.3814,81.1241,123.067,78.247,25.408,68.5943,51.4674,57.0595,22.7248,32.8784,16.633,100562536
ENSACAG00000000371,0.279197,3.54238,0.41482,1.28235,14.6916,25.1806,27.1316,20.7876,0,0.420971,0.0904156,100557871
ENSACAG00000000375,64.7523,60.2962,52.956,58.7339,44.4214,38.2274,39.0934,49.7749,21.533,17.4325,34.4882,100567102
ENSACAG00000000383,1.13609,2.64441,2.40322,1.66154,1.00025,3.67178,1.97968,1.14601,1.77336,2.10876,1.30005,100552018
ENSACAG00000000384,9.72439,15.9283,16.6406,6.14922,2.50143,8.70698,9.31987,3.1752,23.8759,14.8656,15.6799,100566662
ENSACAG00000000385,24.9914,19.5595,12.8726,16.1659,19.5944,15.0868,14.9554,15.1895,9.89167,10.9978,10.0036,100560949
ENSACAG00000000388,7.9903,37.5831,33.7396,12.1502,3.97892,8.34954,10.411,7.29199,13.7507,8.03226,6.74015,100567940
ENSACAG00000000389,16.3397,19.7258,23.1657,28.9289,9.05286,18.1095,10.1669,22.374,4.94797,10.83,12.587,100559022
ENSACAG00000000390,1.41551,4.62542,5.17198,2.23014,1.34772,10.4072,11.441,4.28308,8.7778,14.1585,3.71604,100558860
ENSACAG00000000397,3.90611,10.3554,10.1001,6.36749,3.71961,14.991,15.1649,10.7156,11.1864,13.9892,9.78601,100564043
ENSACAG00000000398,70.8603,59.1682,48.6706,47.9129,44.4656,33.056,36.7746,40.303,17.4222,18.5807,23.2046,100562852
ENSACAG00000000399,14.2495,26.686,28.3859,8.90744,9.58825,38.8329,29.7393,7.79743,29.7876,61.1052,4.60687,100551977
ENSACAG00000000400,12.1349,10.2179,8.39681,4.70733,10.9342,15.0765,12.8557,10.4799,6.42555,11.9948,5.65224,100559504
ENSACAG00000000401,1.53355,3.59663,2.92496,2.92305,0.960327,5.44327,1.49769,1.35922,7.34203,5.70481,20.4669,100567827
ENSACAG00000000404,1.30213,1.03326,1.23414,2.22775,0.770082,1.82681,1.01329,1.45996,1.13702,2.01124,1.47024,100551771
ENSACAG00000000406,38.7361,65.4028,109.385,40.3342,1.7954,6.79881,6.62152,2.94523,20.7687,11.6732,4.80194,100566009
ENSACAG00000000407,2.81129,6.6254,6.17665,3.28737,2.19722,9.39423,8.62609,3.89374,15.5725,11.6192,5.15527,100564630
ENSACAG00000000409,36.1141,31.5889,21.9074,7.64092,19.3474,19.5809,14.2109,4.21558,57.6477,62.0802,14.873,103281770
ENSACAG00000000410,30.0141,101.747,64.8654,93.2082,22.5731,47.8389,46.7197,65.0194,332.456,556.615,840.386,100557296
ENSACAG00000000412,25.7599,45.3217,42.5458,23.8282,29.5482,60.2292,56.7891,37.0461,38.8304,49.9524,19.957,100557498
ENSACAG00000000417,0.106279,0.568443,0.110943,0.504358,0.419279,0.245319,0.25872,0.250984,0,0,0.241815,100560244
ENSACAG00000000418,14.1016,10.1281,11.9038,14.7113,8.34817,8.06736,8.24512,11.6054,5.14164,5.26254,6.29644,100559562
ENSACAG00000000419,11.7468,17.866,15.2401,7.65625,14.7518,14.8854,11.3168,10.8215,32.5537,34.2318,12.9828,100557988
ENSACAG00000000420,56.5901,39.3961,38.2328,44.0247,58.3501,81.5642,61.7499,72.7011,50.2876,48.9116,69.374,100558313
ENSACAG00000000421,7.55884,24.8481,6.7017,10.4948,16.6783,10.6388,36.2225,16.1688,22.2362,8.61935,9.92512,100552410
ENSACAG00000000422,21.4869,44.1523,57.1226,23.4662,8.86879,21.6199,12.6561,5.91684,4.74266,23.4779,5.3047,100554925
ENSACAG00000000423,2.42161,10.53,7.74766,1.52475,2.52317,7.77918,7.0505,1.76824,31.6619,23.5285,9.86711,100567559
ENSACAG00000000424,20.0621,25.2587,29.2559,20.1909,9.60843,19.6278,15.7104,16.224,9.57439,12.4681,9.38934,100562931
ENSACAG00000000425,0.209048,1.77197,1.60072,0.646848,2.06814,8.24455,3.72586,2.54272,3.61114,4.11128,2.77827,100564222
ENSACAG00000000426,79.4248,146.399,78.8725,101.777,64.9279,64.9265,69.2792,81.4673,19.4579,25.5689,14.2532,100552946
ENSACAG00000000427,7.26849,19.7565,4.75212,10.9155,11.447332,10.2136,31.842688,24.1358,15.0104,8.24915,33.2542,100552822
ENSACAG00000000428,4.77925,6.63385,9.10555,4.45789,3.3226,10.1902,7.63285,5.30022,5.96031,9.47749,4.54532,100556309
ENSACAG00000000429,3.74006,0,0,0,5.18668,0,0,0,0,0,0,100554580
ENSACAG00000000431,2.6059,2.87447,5.03275,2.25822,2.07218,4.97745,5.8191,6.78679,1.81493,3.37175,1.74515,100567904
ENSACAG00000000432,3.2526,1.95487,2.52757,0.806368,1.02673,3.21707,1.87769,1.23635,1.23558,1.53627,0.35524,100552351
ENSACAG00000000433,0.227199,1.07949,0.316026,0.287337,0.524092,0,0,0,0,0,0,100560833
ENSACAG00000000434,19.6404,23.835,24.1162,10.0694,17.6946,24.389,18.9118,11.3899,15.6065,13.2464,10.2459,100559167
ENSACAG00000000435,27.1912,23.7696,25.5692,23.0103,38.0511,35.3526,25.821,31.7788,19.4341,19.5662,19.9025,100557140
ENSACAG00000000439,1.23704,5.26179,3.07169,1.84527,0.249677,1.51347,1.48952,0.577814,1.14643,0.804048,0.19926,100559252
ENSACAG00000000440,32.743,21.7306,18.1499,9.36664,27.9633,22.1563,21.507,12.3446,19.4719,18.1846,9.58463,100567629
ENSACAG00000000441,1159.18,733.081,576.842,591.492,190.032,106.992,86.7135,93.5894,56.6936,89.4353,158.036,100552626
ENSACAG00000000442,0.201279,0.830746,0.185725,0.379074,1.38504,1.48271,1.6713,1.0457,0.16598,0.391764,0.204557,100567514
ENSACAG00000000443,0.0731977,0.0604644,0,0.0643773,7.40398,5.39208,6.67465,3.11667,0.126846,0,0,100554491
ENSACAG00000000445,36.5146,28.4552,18.3534,18.0841,70.7374,30.62,29.4578,30.6057,24.6337,24.4256,21.0346,103282636
ENSACAG00000000446,0,0.0602625,0,0,0.0572318,0.233656,0,0.238943,0.126422,0.119358,0.153814,100560635
ENSACAG00000000447,17.6892,16.2347,20.5908,14.7593,22.1714,27.8961,22.252,20.6578,11.7105,20.6382,10.6858,100562849
ENSACAG00000000448,1.73299,3.98984,3.17356,0.320607,4.96529,17.2211,16.5177,3.88035,0.947563,0.745512,0,100554683
ENSACAG00000000449,36.822,37.9167,36.1426,50.5438,24.0051,34.3034,30.3845,51.9179,25.295,20.1266,41.8083,100553481
ENSACAG00000000451,17.547,38.6246,39.3666,20.1441,7.03546,34.3415,23.3149,11.1019,32.1488,34.712,7.80189,100567693
ENSACAG00000000452,0.263498,0.594116,0.689789,0.216071,0.295992,0.714221,0.342184,0.0887141,0.665425,0.670188,0.284721,100564882
ENSACAG00000000456,0.114925,0.528697,0.0343952,0.0625456,1.32763,0.493498,1.20088,0,0.184855,0.0581754,0,100561819
ENSACAG00000000458,0.284011,0.549064,0.444554,0.233258,1.09463,2.59287,2.44631,1.0048,3.32267,2.9697,2.47945,100552741
ENSACAG00000000459,1.5621,0.448025,0.91802,0.277234,0.699972,0.824348,0.458491,0.295546,0.542962,1.30013,0.184777,100558440
ENSACAG00000000460,4.77301,5.46082,6.46433,4.77666,6.06376,10.9099,9.17122,9.83049,7.30646,9.58384,5.34877,100551645
ENSACAG00000000462,4.54009,4.31146,4.32006,2.11938,3.87566,6.777,4.07486,2.08875,4.28224,11.3658,2.98184,100562772
ENSACAG00000000464,11.5851,11.5135,11.0182,8.42373,15.4434,20.3461,13.8985,16.8218,9.46622,10.7407,12.1886,100553351
ENSACAG00000000465,7.35861,7.97421,8.88532,7.95676,4.5797,9.75105,7.49218,7.53082,2.2225,4.48018,1.97321,100553703
ENSACAG00000000466,13.7445,17.4247,13.41,14.3508,26.2801,49.2357,31.9016,35.2228,30.7547,24.5548,25.9085,100557005
ENSACAG00000000469,20.0072,23.7082,26.8984,24.211,16.8644,36.681,26.3582,33.8293,23.3875,23.2055,21.8145,100558825
ENSACAG00000000470,0.255892,0.10205,0.0595785,0.10834,0.716522,0.265203,0.0693377,0.0672437,0,0.20154,0,100561493
ENSACAG00000000471,14.7821,7.24226,8.69286,4.62656,5.98924,4.68007,1.23375,2.39299,0.379832,1.43443,1.15532,100568259
ENSACAG00000000473,121.825,16.7903,7.37316,17.8768,517.369,41.5923,59.1129,75.8206,27.8854,18.0134,2.67846,100555151
ENSACAG00000000474,0.704698,5.26213,3.5916,1.50471,2.28163,11.0758,8.72865,4.53059,7.94824,6.90855,3.10832,100552537
ENSACAG00000000475,61.5735,264.5,21.3642,195.248,78.7719,75.4941,73.7375,53.0897,13.9625,12.8721,30.5777,100551887
ENSACAG00000000476,15.5614,16.2819,29.561,10.5859,5.76928,10.0796,7.14792,5.30453,3.01387,3.97462,1.51331,100561149
ENSACAG00000000477,2.57651,3.32353,2.52254,1.7693,1.98113,2.22726,1.67757,1.05749,0.38735,0.60951,0.0785458,100559767
ENSACAG00000000478,0.367801628,0.506926598,0.839716587,0.181782587,3.326999244,12.88673,10.32407,7.1609,0,0.09017647,0,100558865
ENSACAG00000000479,2.2643,1.85227,3.44756,1.009,1.96438,3.66695,3.0658,1.48025,1.26515,2.13301,0.879577,100554676
ENSACAG00000000481,0,0.0173468,0,0,0,0,0,0.0229269,0.0363911,0.103073,0.0221379,100552283
ENSACAG00000000483,2.85126,3.37854,5.86707,1.63508,4.35703,13.2485,18.2345,5.58169,6.0004,10.4938,1.46989,100567707
ENSACAG00000000484,5.46566,7.53282,9.40424,3.49049,6.83906,11.1655,12.1987,4.69805,6.33658,6.46774,2.32695,100560461
ENSACAG00000000485,104.413,149.206,147.91,155.797,243.359,373.872,371.901,408.13,123.105,152.532,94.9285,100554960
ENSACAG00000000486,0.916652,0.400865,2.15934,0.810932,3.44392,2.2796,1.14726,1.80137,0.336384,0.555778,0.306949,100552103
ENSACAG00000000487,2.21971,1.22899,0.719588,0,3.04096,0,1.67492,0,0,0,0,103282228
ENSACAG00000000488,5.90988,33.9612,30.6462,8.33508,1.82408,4.54567,4.27788,2.04935,10.3933,10.1122,7.5292,100559834
ENSACAG00000000490,5.78902,7.29033,5.58638,4.33271,7.61584,8.23929,8.62097,6.47431,6.00856,6.44215,4.83249,100557976
ENSACAG00000000491,0,0.357374,0,0.126834,0.197807,0.615842,0.487042,0,0,0.235943,0,100568143
ENSACAG00000000492,2.18872,0.619182,0.59132,0.156711,9.85191,29.3868,29.5992,8.51863,0.627836,1.11302,0.541338,100554027
ENSACAG00000000495,40.5871,17.5187,32.6607,12.0639,31.5289,23.7297,19.9556,14.3227,13.6526,16.8602,8.82438,100561299
ENSACAG00000000496,86.3385,7.17637,1.52794,26.3954,157.847,22.7659,12.4476,34.4904,6.8432,1.29216,53.2856,100562125
ENSACAG00000000498,9.76873,11.2478,13.3582,6.87964,14.3899,8.45415,17.5032,14.1279,12.7186,14.5359,6.31186,100567579
ENSACAG00000000499,0.104529,0.742338,0,0,0.163268,0.239856,1.01169,0,0,0,0,100567758
ENSACAG00000000500,1.0177,1.74593,1.29346,1.28559,10.2534,52.016,29.7808,5.87068,37.0662,25.5162,21.4019,107983815
ENSACAG00000000502,35.564,33.3951,34.8375,21.7087,33.5682,24.0759,30.0186,27.7646,31.3674,30.7161,34.2605,100559964
ENSACAG00000000504,0.738945,0.457627,0.669863,0.974484,1.24739,1.62649,0.935507,1.6633,0,0,0.292011,100561344
ENSACAG00000000506,0,0,0,0,0,0,0,0,0,0,0,100555312
ENSACAG00000000507,8.46613,10.6655,12.6108,5.69536,7.82112,16.9158,16.4916,11.0554,16.1889,28.3822,8.06707,100556619
ENSACAG00000000508,3.23763,7.12616,8.23136,4.85678,13.9322,42.5486,25.1743,17.3556,8.93285,11.2605,4.94054,100567232
ENSACAG00000000509,10.3946,7.70654,2.57843,8.20526,16.7732,3.55721,9.75256,8.7305,5.77402,5.45138,9.13255,103281729
ENSACAG00000000510,0,0.0489459,0,0,0.0497685,0.189778,0.400232,0,0,0,0,100558055
ENSACAG00000000511,39.506,42.6808,42.5872,45.6915,27.6159,40.6809,39.1452,39.237,39.8936,30.7062,19.1164,100567486
ENSACAG00000000512,2.94299,3.12434,0.789639,2.77609,856.477,413.735,530.591,541.958,3.77233,3.82866,3.41356,100562984
ENSACAG00000000514,8.9227,10.8597,7.33093,4.76101,10.8322,15.3564,9.57646,6.24779,32.163,32.1371,28.6965,100552238
ENSACAG00000000516,0,0,0,0,0,0,0,0,0,0,0,103282616
ENSACAG00000000517,27.4544,0,0,0,44.597,0,0,0,0,0,0,100562651
ENSACAG00000000520,0.878388,4.41432,4.5061,0.649341,2.54638,16.2711,8.92506,0.997976,19.7703,8.39805,3.81747,103280098
ENSACAG00000000522,28.1123,72.9531,32.5198,33.9182,9.08765,27.1111,15.33,8.05634,5.91472,10.2116,3.54207,100560975
ENSACAG00000000523,3.3496,9.44912,8.89529,4.88116,4.35672,16.9537,14.45,9.88494,7.91104,9.92551,6.83294,100554870
ENSACAG00000000524,37.8427,18.3346,25.2238,10.1019,16.6038,22.702,13.2799,8.81183,7.53133,11.1736,6.05418,100566913
ENSACAG00000000526,242.399,0,0,0,56.3899,0,0,0,0,0,0,103280859
ENSACAG00000000531,3.05706,4.44937,3.50881,3.76154,5.86399,7.42132,6.57425,5.72663,5.24399,7.13361,4.17741,100560491
ENSACAG00000000532,1.55307,9.59198,0.305126,0.0699925,133.16,382.468,241.592,124.637,2.37643,0.77876,0.0844398,103279447
ENSACAG00000000533,4.80725,7.01554,8.41807,4.19086,2.96321,10.0944,8.37224,5.16537,16.7895,21.1565,9.14474,100553833
ENSACAG00000000535,4.72187,7.361433,8.49178,2.7257,3.20723,6.154895,7.67559,2.81962,8.77197,10.648,2.39587,100561102
ENSACAG00000000536,0.202763,0.304354,0.178202,0.162025,2.24316,1.96678,0,0.201129,0,0.904222,0,103281448
ENSACAG00000000538,1.1986,3.68826,5.07093,1.74884,2.05737,6.24523,4.9858,2.58537,1.84822,3.54904,1.02905,100558651
ENSACAG00000000539,1.02956,8.54378,8.25407,2.50159,1.13473,7.86761,7.13182,1.12921,8.84981,6.87462,2.317,100559453
ENSACAG00000000544,8.88313,93.956,3.43992,3.863,297.138,653.794,248.068,392.941,993.194,527.987,598.362,100562582
ENSACAG00000000545,0.55284,0.708549,0.678848,0.447218,2.90243,9.66126,15.2447,7.51629,1.27628,1.03241,3.12078,100552834
ENSACAG00000000547,11.3821,5.92742,19.0141,6.40074,0.810781,1.0166,0.880552,0.29703,0.1768,0.222561,0.143404,100563042
ENSACAG00000000548,0.546731,1.50743,0.69943,0.590863,0.532141,1.31975,0.658719,0.283922,0.418216,0.430549,0.159922,100552482
ENSACAG00000000549,1.10342,2.26188,1.54318,1.88514,5.26152,31.5458,12.7437,18.7955,1.77759,3.83189,1.91155,100557094
ENSACAG00000000550,5.01997,5.83116,14.9575,9.4606,1.31971,4.78501,3.53197,2.87481,4.07766,5.77471,1.77184,103279621
ENSACAG00000000552,2.29867,6.5801,9.16079,3.83409,1.70392,6.97452,6.17799,2.74359,5.57623,7.96121,2.25719,100559061
ENSACAG00000000553,27.1618,35.8517,27.8573,43.9154,29.7222,41.5756,33.9333,55.3281,25.393,41.4857,51.3361,100563697
ENSACAG00000000555,0.393073,4.50154,2.51233,1.10134,2.28536,18.4441,19.1095,4.43055,26.8842,21.0947,7.08939,100567670
ENSACAG00000000556,5.11116,8.82523,8.99794,3.32255,9.05205,27.3744,25.6319,14.4075,35.9025,58.8152,15.912,100567511
ENSACAG00000000558,7.64316,5.18516,5.02307,4.94157,18.0657,9.43637,7.18515,10.0291,7.95974,7.96701,10.0466,100558509
ENSACAG00000000559,1.53803,2.8164,2.43599,1.45876,0.926174,1.42843,1.08458,0.790031,3.79903,3.29953,0.953411,100558975
ENSACAG00000000562,0.217689,2.40197,2.79745,3.6578,0.118026,2.79934,1.55377,2.51783,2.56475,4.83634,4.5473,100560414
ENSACAG00000000564,4.8388,10.3454,11.1415,5.12824,5.18791,8.72385,10.8401,6.20902,3.80696,4.8371,1.53671,100565232
ENSACAG00000000566,0.0165928,0.0921781,0.0501236,0.130629,0.212243,0.768046,0.625811,0.258506,0.0198313,0.00936158,0,100563240
ENSACAG00000000567,12.3199,17.3304,12.2051,12.8184,11.9515,19.5532,17.6673,19.7403,14.1817,18.8858,13.9672,100554970
ENSACAG00000000574,3.9782,10.6797,11.4091,2.85933,3.41225,10.9171,10.15,3.32243,8.7784,9.98875,3.08853,100554555
ENSACAG00000000575,4.90126,11.2594,8.70555,6.11509,4.78936,13.0988,12.1683,8.65994,10.3847,10.4673,5.84158,100554724
ENSACAG00000000576,0.199611,0.788513,0.205192,0.0932823,1281.8,626.407,2087.74,1325.51,0.735196,1.2147,1.34173,100554369
ENSACAG00000000577,0.0125378,0,0,0,0.0592572,0.0372194,0.274729,0.0380617,0,0,0,100560718
ENSACAG00000000578,1.82583,1.63825,0.65823,3.04021,0.905188,1.19335,0.658236,1.82781,0.760176,0.854747,0.526269,103281090
ENSACAG00000000580,1.22733,0.604155,0.235821,0.80405,2.94675,3.77655,2.06223,1.26427,0.255909,0.398863,0.385503,100554845
ENSACAG00000000581,3.50509,6.66905,6.9275,4.16025,5.20014,13.8782,11.4662,8.06865,3.72002,4.31015,1.64755,100567196
ENSACAG00000000582,18.4437,27.1802,23.7844,26.1496,11.9761,21.0559,20.06,19.2829,16.3414,15.1321,16.7564,100562066
ENSACAG00000000583,3.64891,5.38591,6.70716,2.42545,3.28992,5.38368,5.65478,2.36565,2.59431,2.41712,1.10059,100556686
ENSACAG00000000587,0.169114,1.18928,0.278535,0.759748,2.56834,0.768535,0.48624,0.471556,1.24748,2.35554,0.303552,103281733
ENSACAG00000000590,31.5908,32.9171,44.3475,24.5846,36.6573,81.8591,52.2155,40.046,71.8719,67.1113,33.9736,100551623
ENSACAG00000000592,0,0,0,0,0,0,0,0,0,0.0963562,0,100565010
ENSACAG00000000593,0.572362,12.8258,5.53536,2.68419,0.547239,7.24967,6.82859,1.87426,4.89214,5.61743,1.16629,100567792
ENSACAG00000000595,1.1358,0.0913829,0.963101,0.972966,0.887167,1.8897,0.6227,1.69091,0,0.542989,0.46649,100558036
ENSACAG00000000598,0.0427589,1.44861,0,0,0,0,0,0,0,0,0,100567020
ENSACAG00000000599,30.3122,13.314,13.5573,16.7289,58.0738,28.8571,22.202,34.6471,12.3173,11.6291,14.3528,100558579
ENSACAG00000000600,4.50775,8.34718,13.5342,3.14476,4.39629,9.19484,10.1858,7.84142,26.671,18.3132,7.27657,100560126
ENSACAG00000000601,18.4833,21.3085,18.3606,17.6149,2.01702,3.92113,2.89108,2.25555,3.77906,4.41292,2.2838,100564027
ENSACAG00000000604,0.230245,0.656352,0.142364,0.456227,1.06577,0.752338,1.21202,0.427424,0.18657,0.176269,0.0515894,100558203
ENSACAG00000000605,8.2536,14.2691,15.6284,8.54408,6.0881,18.398,14.3525,10.6648,7.92652,12.5551,6.33853,100552516
ENSACAG00000000608,16.7273,16.4625,17.4209,11.176,16.8702,32.0127,27.1699,20.5605,20.4365,24.9782,12.1431,100556180
ENSACAG00000000610,1.75401,6.81959,4.84857,1.48182,1.43956,14.3,9.72076,1.51755,14.708,9.37231,2.04257,100553756
ENSACAG00000000611,9.26583,4.15217,3.35329,4.42087,1.24401,2.22058,0.597048,0.378472,1.50184,1.15578,0.730894,100563895
ENSACAG00000000612,127.3042157,109.365146,102.276433,59.634507,84.426754,78.130179,66.9125,76.937666,58.505753,56.9177,47.017507,100561729
ENSACAG00000000613,22.902,40.7441,247.145,31.8207,1.13778,3.5296,2.75549,1.54135,5.26395,34.6152,2.70135,100566251
ENSACAG00000000615,1100.14,53.5989,42.1425,16.305,697,22.7611,7.30466,8.09608,16.0633,19.7155,0.977182,100564227
ENSACAG00000000617,48.8267,130.512,37.0315,99.5143,46.1475,58.3325,33.4194,46.3389,24.6436,27.3476,30.56,100564686
ENSACAG00000000618,45.4868,0,0,0,34.277,0,0,0,0,0,0,100557351
ENSACAG00000000619,13.1392,9.90723,6.61063,5.13719,20.0004,14.4881,18.5432,15.6237,21.3238,10.7351,16.8512,100556605
ENSACAG00000000623,66.75294,29.12031,39.9318,29.990422,16.347,11.5475,12.7817,11.5007,1.495050001,2.49264,4.1391,100551969
ENSACAG00000000625,0.720549,1.01084,2.80352,0.736382,1.43958,2.40659,0.942571,1.61726,0.22322,0.316121,1.08634,100562675
ENSACAG00000000627,11.2165,12.62,15.8994,15.7381,6.72697,18.5506,11.4616,9.78543,8.78828,12.316,6.03532,100561616
ENSACAG00000000628,10.6797,21.3157,21.0564,17.1989,10.7131,17.5574,16.6624,19.9134,9.37874,9.88201,9.80317,100560323
ENSACAG00000000629,0.511326,1.18121,0.82993,0.553364,0.695198,4.76308,4.50742,0.499577,15.0663,4.02401,0.723576,100554897
ENSACAG00000000633,0,0.484612,0.567491,0,0,0,0.660448,0,0,0,0,100564431
ENSACAG00000000635,2.464466,2.604599,2.031317,1.777657,1.22758,1.284243,0.819148,0.617874,0.28021,0.925932,0.340921,100567874
ENSACAG00000000637,36.7517,36.8318,28.4518,23.6445,24.1935,24.6013,18.6652,20.2492,9.90199,8.73566,9.38117,100561601
ENSACAG00000000638,0,1.24198,0.161598,0.587712,0.110148,1.60517,0.752273,1.09433,0.2895,0,0,103278392
ENSACAG00000000639,34.6384,19.1636,16.7528,28.5157,50.7775,15.9098,16.051,35.7496,15.7739,13.4428,23.7347,100558710
ENSACAG00000000640,0.747301,1.51578,1.05532,1.49003,4.08892,8.42222,8.78747,4.83034,2.85448,5.07442,3.07219,100552084
ENSACAG00000000642,79.7673,76.1143,104.384,47.2372,114.074,140.194,162.808,98.1779,77.277,122.539,79.2158,100555040
ENSACAG00000000644,7.90466,10.8239,8.3089,5.00419,10.0078,25.6499,19.6281,16.0047,51.1387,92.9038,39.5461,100566933
ENSACAG00000000646,2.95113,7.07197,7.01349,2.52591,2.73477,7.68511,6.11084,2.56385,5.4461,6.55789,1.70533,100560904
ENSACAG00000000647,3.32749,4.35661,6.43692,3.66701,3.45935,10.7608,6.86061,6.98783,5.28342,8.32509,5.77182,100563625
ENSACAG00000000648,0.161454,0.125899,0.656737,0.0853026,2.98694,8.65356,10.6536,7.86612,5.13833,7.45817,1.05167,100566040
ENSACAG00000000649,2.22361,5.2525,5.6351,3.62463,2.03043,6.47932,5.36646,3.99366,4.05573,6.34912,2.47117,100557156
ENSACAG00000000650,14.4709,20.6495,27.7317,8.5717,11.849,31.0799,26.8596,17.4808,28.5144,17.2916,7.67236,100558300
ENSACAG00000000651,0.131997,0.222092,0.260074,0,1.37511,0.861118,0.908026,0.293535,1.39776,0.439884,0,100563889
ENSACAG00000000652,10.89642,15.4173,16.38105,14.7955,8.251129,14.51974,16.50129,17.44507,12.60227,13.80738,12.25685,100556651
ENSACAG00000000653,1.49336,8.18673,11.0848,1.66159,2.68129,19.1446,13.7024,2.70506,3.59594,4.56045,1.37128,100556899
ENSACAG00000000654,1.3857,3.31064,4.67087,0.934305,1.43521,2.98999,3.15286,0.632617,0.669423,1.26403,0.203615,100563628
ENSACAG00000000655,2.5539,8.76714,3.46626,4.64001,1.77484,2.09419,2.09994,2.12819,2.00358,3.09378,1.22614,100562967
ENSACAG00000000657,72.2873,7.72282,8.18444,5.27464,510.967,17.308,14.9382,20.6052,18.2795,13.0013,106.094,100553803
ENSACAG00000000662,0.239553,0.0770474,0.360896,0,0,0.199157,0,0,0,0.152603,0,100551706
ENSACAG00000000663,7.99611,7.3232,6.19118,6.54197,0.794011,0.784881,0.730268,0.802643,0.374709,1.48584,0.455895,100564235
ENSACAG00000000664,0.130584,0.269892,0.474074,0.359198,0.171308,0.78484,0.321842,0.222945,0.0707746,0.13364,0,100554532
ENSACAG00000000665,11.5545,19.8253,29.6221,7.57584,4.85378,17.6389,16.6456,5.82287,12.4431,18.2212,3.60023,100560240
