ens_gene,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,gene_ids
ENSACAG00000001003,2.99821,3.44999,5.47864,1.61265,0.661611,1.30504,1.07797,0.822984,0.98855,2.03329,2.34103,100566635
ENSACAG00000001004,18.5796,26.855,31.1953,15.2659,19.8213,42.3251,40.6206,25.3661,23.7999,32.6989,14.1074,100564443
ENSACAG00000001006,165.725,167.474,139.4,189.453,226.379,343.726,291.474,432.626,134.413,213.316,309.997,100567155
ENSACAG00000001008,0.724259,0.929663,1.46627,0.578959,1.05334,2.11131,2.4022,1.91558,1.44381,1.96931,0.682223,100557693
ENSACAG00000001010,0.483179,3.2708,3.65868,1.67867,0,4.16664,2.3866,2.00249,1.48011,2.70618,1.89146,107983865
ENSACAG00000001012,6.91738,9.08435,13.7139,5.91008,5.67298,10.7947,9.32102,3.68628,6.00439,8.12459,2.91177,100552028
ENSACAG00000001014,64.9725,74.169,48.6825,85.5575,86.3863,69.6673,94.0677,145.364,59.7277,67.8838,112.619,100566909
ENSACAG00000001015,317.282,99.1037,176.208,64.3751,399.338,195.065,112.139,94.3321,89.6475,116.152,45.8329,100563694
ENSACAG00000001016,5076.96,0,0,0,3444.09,0,0,0,0,0,0,100561418
ENSACAG00000001017,2.11485,3.92137,3.42037,4.32931,6.297,3.83735,4.98201,3.39297,3.60293,4.16619,3.56623,103282740
ENSACAG00000001018,60.2286,142.074,163.396,62.3416,1.15456,2.57281,1.73525,1.8294,0.700744,2.47235,0.858425,100565850
ENSACAG00000001019,2.56123,70.144,140.062,44.7296,4.89583,175.891,138.538,50.4205,60.4077,145.063,10.3615,100557604
ENSACAG00000001021,47.8946,63.1794,65.3213,27.4323,50.8653,56.0486,56.2047,38.6609,30.6826,36.8838,14.2159,100561181
ENSACAG00000001024,0.158564,1.64009,0.738596,0.113684,0.357382,1.47172,1.14782,0.0715752,0.69682,0.599675,0.357735,100563436
ENSACAG00000001027,1.83781,3.49338,3.60489,1.59473,1.35828,3.60039,2.8647,1.72451,1.51068,2.21964,0.708226,100559617
ENSACAG00000001031,1.44471,2.52333,2.46718,0.808597,0.713869,1.10819,1.20194,0.388549,0.770914,0.630792,0.0937943,100562350
ENSACAG00000001032,3.15063,4.81565,2.59222,1.90206,17.5925,10.3397,38.1074,10.0091,5.13275,6.46126,2.18074,100567778
ENSACAG00000001033,0.713612,0.946132,0.568687,0.633948,0.724541,0.600086,1.00903,0.426609,1.05812,1.02837,0.283393,100563373
ENSACAG00000001034,11.0891,24.1759,23.477,24.681,8.42726,29.3881,22.6014,23.2827,7.88598,11.8249,6.58452,100567212
ENSACAG00000001035,5.63675,4.28935,2.02221,4.32969,37.2362,40.6778,48.5875,27.1677,3.62276,6.06832,2.91476,100564416
ENSACAG00000001036,1.67879,3.04898,3.57042,1.36135,1.70902,6.2287,5.36164,5.06972,3.09501,3.70128,6.27597,100567868
ENSACAG00000001037,0.289637,0.209672,0.184148,0.260448,0.240923,0.925874,0.333374,0.230933,0.0733107,0.311464,0.178389,100564022
ENSACAG00000001038,0.126781,0.200762,0.167926,0.040715,0.186549,0.532937,0.130288,0.0758122,0.080223,0.332754,0.0244011,100559676
ENSACAG00000001040,1.21148,3.57152,3.70989,0.739692,3.22445,9.18676,9.73226,2.39991,3.23345,2.69379,1.51874,100563777
ENSACAG00000001042,0.0605307,0.0780469,0,0.997171,0,0.302611,0,0.825224,0,0.154583,2810.6,100564029
ENSACAG00000001047,8.06004,12.6483,13.0698,5.10497,4.93338,12.1859,11.5594,5.56679,11.03,12.4593,5.31771,100557892
ENSACAG00000001049,3.78922,7.92576,9.07873,2.05597,3.02435,5.25213,5.38112,1.21895,1.87433,1.94085,1.14022,100566132
ENSACAG00000001050,14.071,13.9894,15.0263,7.2217,9.78484,14.4559,16.8655,10.5378,8.99593,12.2393,5.51413,100567348
ENSACAG00000001051,0.133619,0,0,0,0,0,0,0,0,0,0,100558178
ENSACAG00000001052,7.37214,11.5286,17.4768,5.86389,7.34491,21.9442,17.5784,7.35456,6.22596,9.21273,1.85731,100553895
ENSACAG00000001053,7.42306,11.739,7.68502,7.01425,8.35101,16.7326,14.922,10.7448,7.68102,7.49561,4.92349,100556657
ENSACAG00000001054,2.29688,7.50976,8.46979,2.43399,1.82229,7.40397,6.79346,2.54059,5.31983,5.16239,1.21272,100564187
ENSACAG00000001055,26.7882,15.3577,17.0054,9.78869,19.7889,11.3422,10.2515,12.0131,9.64359,9.10472,10.3997,103282112
ENSACAG00000001056,13.9391,15.347,11.555,8.50055,18.8957,27.0919,20.5675,17.3408,14.1849,13.9921,7.95263,100556463
ENSACAG00000001058,0.0494622,0,0.0909062,0,0.0389025,0.150497,0,0.051301,78.0085,110.013,37.7956,100565276
ENSACAG00000001063,115.24,86.323,91.7196,64.5936,61.7376,71.5821,57.5881,56.2478,47.4896,57.689,45.4527,100558172
ENSACAG00000001066,0,0,0.232567,0,0.0860913,0.513361,0,0,0,0.19668,0.126728,100554601
ENSACAG00000001067,83.5746,241.803,208.083,95.9973,2.17326,4.4787,3.06099,3.223,4.30801,6.35514,2.78449,100563262
ENSACAG00000001068,20.1614,18.3327,20.3542,14.1081,20.6536,19.7969,17.2383,14.0294,18.1926,16.221,12.7895,100560100
ENSACAG00000001070,5.08326,3.84096,3.26081,3.35878,15.2662,15.8288,11.8857,14.3684,25.7258,22.0471,26.9975,100553670
ENSACAG00000001072,0.702477,0.428102,0.322275,0.358134,2.19191,1.38323,0.625108,0.323322,0.44905,0.484523,0.780489,100566917
ENSACAG00000001076,0.147091,0.198602,0.116284,0.105727,0.172183,1.2834,0.94732,0.131244,2.29152,1.57344,1.77419,100554402
ENSACAG00000001078,14.8745,10.7097,9.48569,9.14809,11.9407,8.54882,8.64982,11.1118,6.87879,8.16879,5.25016,100567825
ENSACAG00000001080,0.166695,1.17561,1.13629,0.158944,1.00614,3.85877,2.67027,1.20849,1.44844,2.55021,0.476287,100554336
ENSACAG00000001081,1.8004,1.67909,1.82506,1.59661,4.31283,3.28034,2.84178,3.11026,0.90282,1.03774,1.7417,100553406
ENSACAG00000001083,33.6673,71.2893,57.2921,33.5089,15.1851,33.958,45.491,26.7854,24.6091,20.7783,25.8636,100559455
ENSACAG00000001084,0.4583,0.731585,1.35269,0.737932,0.424845,2.63752,0.524753,0.661578,2.42331,3.81317,0.982785,100568060
ENSACAG00000001085,3.1786,1.72907,2.02478,1.84097,2.19658,1.48981,1.17822,1.14264,1.81368,2.28311,4.0455,100563892
ENSACAG00000001088,0.494264,4.71331,3.54817,1.11518,1.7309,7.68707,5.91368,2.66978,6.59192,4.81586,1.67086,100559600
ENSACAG00000001091,2.72919,4.39006,5.17958,2.18922,3.09932,9.37087,7.14774,3.02479,5.86072,9.48613,2.86464,100562315
ENSACAG00000001093,1.00891,3.16882,2.09738,1.6136,0.768864,3.73935,2.06541,0.273141,1.58968,1.50085,0.175828,100556269
ENSACAG00000001095,8.81842,4.08217,6.56752,0.586008,1.19785,0.473473,0.493501,0,3.20954,2.15165,1.15532,100560296
ENSACAG00000001096,23.2996,31.7462,22.4939,16.0431,19.5065,44.0031,49.7443,22.3981,30.8866,23.4653,13.7495,100564873
ENSACAG00000001098,9.29472,12.0561,12.7062,7.43312,6.82144,10.6898,12.7623,6.07728,5.52897,6.88598,2.46891,100564647
ENSACAG00000001099,49.904,73.6468,85.1389,26.3457,76.7646,380.936,204.167,96.8874,300.794,385.366,108.958,100560714
ENSACAG00000001100,4.71709,4.0079,3.83429,3.92059,4.34092,5.45686,4.07853,4.73971,3.00615,4.07929,3.97844,100552970
ENSACAG00000001101,0.236714,0.0689223,0.161419,0.366913,0.5589,0.0890775,0.234825,0.318826,0.361474,0.0682551,0.0879584,100562056
ENSACAG00000001102,15.6029,39.1665,29.5633,36.6182,12.0532,25.9072,20.7414,17.4424,14.0995,17.882,12.035,100564883
ENSACAG00000001104,4509.29,5892.73,2869.88,3482.17,0.0360268,6.03635,1.11755,0.612573,0.972319,3.31888,0.454994,100560364
ENSACAG00000001105,0.144796,0.936038,0.0953147,0.996613,3.29787,11.6243,8.73555,5.51336,0.34151,1.08819,0.155813,100558649
ENSACAG00000001106,12.9714,10.3402,17.8357,15.0759,9.42784,14.7486,10.6008,16.6214,3.32226,5.99648,4.04207,100558376
ENSACAG00000001107,69.6204,35.7028,35.3313,26.7699,96.8507,55.2423,64.4194,37.8831,5.27463,10.9558,13.4766,100551641
ENSACAG00000001108,8.77258,12.7552,12.9504,6.19315,1.18365,3.2111,1.81343,0.753712,2.5522,13.1546,0.436664,100563300
ENSACAG00000001109,75.2113,82.4831,60.727,60.3442,27.9334,29.2369,30.607,37.8858,24.4995,23.9392,33.3512,100563757
ENSACAG00000001110,0.722307,2.08692,1.67933,1.17133,4.34469,10.325,9.63431,4.83858,1.73136,1.9362,2.12552,100565220
ENSACAG00000001111,295.298,192.624,190.954,236.17,208.908,163.425,146.301,230.616,131.15,134.602,147.987,100568208
ENSACAG00000001112,3.31038,16.1001,3.88911,26.3117,1.13951,2.28682,1.71517,3.76479,1.64991,2.22868,1.17693,100559751
ENSACAG00000001114,2.22468,3.06801,2.35398,8.07762,2.71969,5.82155,6.17347,11.5866,2.97286,3.593,8.88089,100566959
ENSACAG00000001115,6.32574,3.49001,5.94454,2.02683,13.7512,8.61115,3.45914,3.77401,0.665596,6.91244,0.404903,103281683
ENSACAG00000001116,0.108481,0.333521,0.58654,0.533284,2.58654,1.72503,4.09082,1.3237,0,0,1.06545,100565851
ENSACAG00000001117,0.803873,3.63291,1.52715,1.28934,2.12897,1.68549,3.17376,2.83168,7.03508,12.546,9.15372,100558369
ENSACAG00000001118,6.00988,6.28367,7.99816,5.30862,6.0435,13.8591,13.497,11.7353,7.73743,11.2282,6.36306,100566044
ENSACAG00000001125,0.301103,0.361547,0.564506,0.128315,0.598575,1.09031,0.821217,0.320224,2.56416,0.722891,0,103283021
ENSACAG00000001128,93.5638,94.449,86.4283,95.7439,67.5377,100.871,84.014,94.1842,48.0522,51.5281,60.9895,100561858
ENSACAG00000001130,5.09679,10.4936,7.94441,3.91621,4.88112,17.552,13.0697,3.70497,12.1088,15.1778,4.48231,100560622
ENSACAG00000001131,1.33252,1.17968,0.706066,0.921086,4.50808,7.14897,7.10968,2.49466,2.14484,2.38845,4.65035,100566069
ENSACAG00000001132,18.898,11.9922,10.5743,7.11113,19.6526,20.2726,25.7203,22.4143,10.5396,8.63546,7.5436,100568212
ENSACAG00000001134,0.0702129,0.0576174,0.0674712,0,0.385531,0,0,0,0,0.114119,0,100558450
ENSACAG00000001135,5.60442,11.332,7.9126,4.935,3.99653,13.5717,11.7039,6.00304,8.16764,13.8676,6.1598,100567584
ENSACAG00000001138,4.75858,3.28141,2.17941,1.33342,3.46918,3.71865,0.78586,0.724227,2.47805,2.82808,1.27603,100551768
ENSACAG00000001139,0.551599,5.89771,7.40151,1.1137,0.768939,6.73072,5.76283,1.58839,5.04242,4.93698,0.880475,100563064
ENSACAG00000001140,11.5102,13.6786,20.4011,9.83545,9.67391,15.752,15.2333,10.3166,8.69939,12.3291,9.12626,100565144
ENSACAG00000001141,28.1252,0,0,0,39.1482,0,0,0,0,0,0,100565552
ENSACAG00000001142,4.20012,11.8934,11.2825,5.66725,4.03914,28.3952,18.6196,9.18521,15.6729,14.8909,5.36178,100558254
ENSACAG00000001143,9.35513,8.70685,8.73313,5.65918,9.41289,11.4029,8.44623,8.45477,9.12033,11.2716,8.00417,100558980
ENSACAG00000001144,7.46088,11.9551,16.3648,7.20189,10.663,35.0497,23.8347,15.2762,15.92,19.5778,6.77926,100564263
ENSACAG00000001146,0.220637,0.297904,0.465135,0.211455,0,0,0.135331,0,2.70816,0.39336,0.506911,100563129
ENSACAG00000001147,1.01855,22.4423,1.36695,0.232474,3.16495,3.38982,35.8805,1.28612,27.0719,2.4836,8.08414,100556153
ENSACAG00000001148,6.19231,12.7288,10.8862,7.64422,4.09274,10.0555,11.7727,8.20376,7.14087,6.96847,3.65043,100565497
ENSACAG00000001149,16.5073,30.6426,19.0512,16.4557,5.52934,39.7424,19.0547,14.3834,9.9196,56.8233,0,100560559
ENSACAG00000001151,34.6087,67.3592,66.8621,64.7519,28.7165,62.953,73.6226,71.9166,42.5867,50.2311,41.5366,100553572
ENSACAG00000001152,104.81682,137.837377,125.183917,165.299,111.287351,205.277472,215.481859,340.71409,81.440494,110.196,135.126498,100559798
ENSACAG00000001153,14.1967,51.0898,8.17415,51.252,3.99116,7.89937,5.7797,5.75459,4.11131,4.49658,1.99187,100564288
ENSACAG00000001156,0,0,0,0,0,0,0.0810456,0,0,0,0,100560166
ENSACAG00000001158,1.29543,2.92696,4.60595,1.76091,112.593,459.185,739.373,308.675,1505.16,1327.41,782.609,100557794
ENSACAG00000001162,0,0.208367,0.240438,0.0268394,0.119039,0.287206,0.210532,0.160435,0.0537967,0.154484,0,100564784
ENSACAG00000001165,1.49107,3.69852,1.67467,1.0501,1.7805,3.18673,3.22591,1.23836,0.931079,1.46509,0.692273,100565601
ENSACAG00000001166,3.54314,20.8181,9.85569,6.18055,1.97331,12.5621,13.4963,4.3665,5.56031,5.91505,1.61979,100559596
ENSACAG00000001167,140.962,126.264,47.2323,100.826,161.164,95.9484,113.922,116.662,93.2002,41.6806,62.6647,103283016
ENSACAG00000001169,5.41781,5.84665,3.73448,3.5841,2.09825,2.74778,1.44873,0.936655,0.371681,1.05274,0.452211,100557060
ENSACAG00000001171,1.03805,2.59925,0.760944,7.33376,12.873,21.1639,17.8889,31.949,0,0.257409,0.248787,100554207
ENSACAG00000001172,2687.29,0,0,0,1494.44,0,0,0,0,0,0,100557259
ENSACAG00000001173,0.757252,2.46749,2.7022,0.681118,1.09859,10.8074,11.365,2.20435,9.44223,5.92799,1.02051,100567085
ENSACAG00000001174,0,0.109811,0.0645776,0.173035,28.1023,101.727,104.975,102.743,28.7511,16.2368,5.84115,100566178
ENSACAG00000001175,3.70061,4.0153,4.86256,1.83519,2.51999,3.99972,4.32438,2.22633,2.1778,2.87079,0.949873,100565080
ENSACAG00000001176,20.1265,15.8383,13.6305,9.0563,14.1684,18.8325,10.1153,10.3308,8.12349,7.46687,6.31572,100557456
ENSACAG00000001178,6.65501,20.4035,7.40271,8.95878,5.27856,25.5249,31.5795,16.3357,0.640226,2.50416,0.528566,100560130
ENSACAG00000001179,9.74759,26.1526,18.4614,6.86322,12.1341,32.6104,36.8466,15.0919,16.2276,21.595,7.89739,100567948
ENSACAG00000001180,0.431071,1.46739,1.80866,0.324441,0.751073,1.3318,3.92335,1.06764,0.320749,0.434356,0.235517,100557809
ENSACAG00000001181,4.45899,2.09678,1.20272,1.51296,6.83136,4.49468,4.75472,5.06935,28.1175,5.54508,7.69135,100567358
ENSACAG00000001182,2.2508,0.281635,0.109933,0,1.73012,0.242663,0.511763,0.496308,0,0.371878,0.239614,100563578
ENSACAG00000001183,5.02471,13.3332,4.4386,4.79532,1.62936,1.90189,1.27622,0.766184,1.02904,1.05986,0.796725,100568228
ENSACAG00000001185,0.644637,0.888147,0.441796,1.03461,1.67794,3.75369,3.46154,3.12193,1.76026,1.27284,0.780118,100558261
ENSACAG00000001187,1.16243,2.9022,2.06228,2.18393,2.21335,2.83858,3.65294,2.1502,1.97649,1.62575,0.462295,100559994
ENSACAG00000001189,0.171403,0.39504,0.303559,0.678458,1.3043,2.06868,0.951833,0.962622,0.828189,1.42314,0.34862,100553024
ENSACAG00000001190,5.0147,6.60725,7.34043,6.10057,7.19938,9.54252,11.1232,12.4949,7.06366,7.265,7.56066,100553734
ENSACAG00000001191,6.50499,4.84521,5.17945,4.18557,6.25547,10.2668,7.69275,8.0325,19.0975,16.6419,10.144,100563975
ENSACAG00000001192,2.18263,5.58053,5.7845,2.82864,2.96428,9.89633,8.54374,4.67379,4.43213,7.67075,2.63263,100559843
ENSACAG00000001195,30.0687,19.4148,34.3942,10.6006,13.4754,18.015,17.6395,10.5273,33.4192,134.095,19.6947,100559396
ENSACAG00000001196,0.0879617,0.16683,0,0.689914,0.20746,0.91637,0.418909,0.27562,0,0.165215,0,100563517
ENSACAG00000001199,0.866939,1.53153,1.27362,0.479523,1.8659,2.67779,1.68355,0.416678,2.36207,0.990987,0.517293,100552768
ENSACAG00000001200,184.262,243.592,92.5362,281.397,496.871,285.423,317.466,282.857,165.907,146.387,198.31,100337533
ENSACAG00000001202,0,0,0,0,0,0,0,0,0,0,0,100567856
ENSACAG00000001203,0.0313584,0.325928,0,0,0.294272,0,0.444187,0.430773,0,0,0,100559236
ENSACAG00000001205,0.0465167,0.565676,0.171738,0.156147,1.5629,2.03083,0.456844,3.10133,0,0.332369,0,100560192
ENSACAG00000001207,2.16694,3.00204,4.26507,1.44244,1.33384,3.94884,2.99083,1.39965,3.01569,3.81975,1.35019,100553017
ENSACAG00000001208,0.153449,0.302894,0.278689,0.184283,0.544553,0.419432,0.176912,0.0285949,21.6046,24.4683,10.1056,100560518
ENSACAG00000001210,1.64428,3.76622,5.26789,1.70794,4.59824,14.3924,14.8913,4.56293,25.1174,42.7772,6.79429,100561238
ENSACAG00000001211,0,0.786781,0.460668,0,0,0,0,0,0,0,0,100566581
ENSACAG00000001213,15.5383,22.3937,19.8075,13.7176,15.5946,21.6489,29.5017,32.9912,10.7738,11.8868,11.6601,100551657
ENSACAG00000001216,1.29616,1.90672,0,1.45008,2.46181,2.81635,1.85611,1.08003,0,0.539503,0,100565596
ENSACAG00000001218,248.946,166.391,216.685,170.797,120.716,270.742,265.257,202.925,124.585,196.158,54.3,100561013
ENSACAG00000001219,4.62925,4.35401,4.63289,3.54369,2.61736,6.73648,3.70863,3.18163,1.53699,2.81929,1.46929,100556113
ENSACAG00000001220,0.225557,0.34843,0.299126,0.395595,0.193998,0.180076,0.474715,0.122768,0.341014,0.0459942,0.20745,100564981
ENSACAG00000001221,19.8471,17.7524,37.3346,8.84353,1.03504,1.6682,1.72246,1.97985,3.55253,3.16886,0.835648,100565695
ENSACAG00000001222,71.9566,5.27149,20.8339,3.50789,42.1839,23.8456,6.28616,6.96722,2.76471,22.1869,1.68186,100564116
ENSACAG00000001224,5.32739,13.7628,7.58426,8.31546,6.81372,13.0483,11.4875,8.74885,9.89058,8.58334,11.4865,100556268
ENSACAG00000001227,0.347959,1.16438,0.149115,1.37519,1.62808,2.73615,1.87538,0.41971,10.437,30.185,8.91586,103281611
ENSACAG00000001228,1.87724,3.62191,3.42641,1.65273,1.90718,3.53324,3.03012,1.10161,3.62157,3.89998,1.18347,103281400
ENSACAG00000001231,31.272,8.18378,7.52979,10.5805,92.6516,27.198,33.4595,43.2654,23.3,24.3137,23.8723,100558771
ENSACAG00000001232,0.447974,0.691214,0.269808,0.572401,0.560837,1.29039,2.40736,1.92863,5.80029,1.82539,2.35233,100558928
ENSACAG00000001233,1.68111,3.80084,1.3202,2.05723,3.53473,0.867647,1.37862,0.883511,1.13181,0.802089,0.430808,103281613
ENSACAG00000001234,19.3834,33.0461,30.4323,32.4955,11.7654,17.752,21.4488,17.9304,10.3417,12.7846,14.8507,100564833
ENSACAG00000001235,2.03776,8.74103,3.15152,3.83635,3.84247,12.4758,11.0032,5.02681,32.1956,32.7754,8.06132,100562666
ENSACAG00000001236,0.546944,2.69627,1.41251,0.37773,1.04012,5.13541,2.94933,0.281337,3.87017,2.95123,0.452758,100554200
ENSACAG00000001237,2.72111,4.15849,3.83419,1.52619,2.56979,6.26745,6.37391,3.31176,3.6638,5.55777,1.14695,100567115
ENSACAG00000001240,20.3942,22.265,16.6946,13.7825,15.7894,21.0801,20.9582,15.2383,15.0989,18.1523,18.0179,100558574
ENSACAG00000001241,5.25757,3.07887,3.51328,1.18242,4.71552,6.21115,3.6359,0.974368,11.9527,7.55717,2.40114,100558317
ENSACAG00000001243,4.86696,10.7182,7.36475,4.90424,1.1015,0.457935,0.36216,0.351223,0,0.526335,0.339136,100563499
ENSACAG00000001244,7.18186,11.0154,7.90482,5.18679,5.41991,9.97021,10.7132,6.36573,5.9454,5.43866,4.57563,100566797
ENSACAG00000001246,1576.14,717.207,704.366,2025.12,1626.09,875.033,875.783,2171.37,719.2,791.708,1509.63,100558198
ENSACAG00000001250,6.74865,7.8063,4.54394,9.30788,14.6746,22.0663,35.4002,34.1199,0.430962,0.723343,1.16519,100565371
ENSACAG00000001251,11.7431,36.6141,16.2538,41.3717,16.49,7.28642,14.4829,61.4428,2.6647,0,23.2733,100556618
ENSACAG00000001252,4.58877,13.3776,6.64848,7.1829,14.2857,43.0756,39.3102,23.5831,24.7273,21.3337,21.1083,100564171
ENSACAG00000001253,19.4515,22.9425,24.1261,23.2119,10.3791,33.9297,21.5446,34.773,13.6489,27.8071,18.7183,100557863
ENSACAG00000001255,0,0,0.249488,0,0,0.275355,0,0,0,0,0,100565977
ENSACAG00000001256,1.14876,1.8754,0.654957,1.69294,1.42704,2.09969,1.63117,1.28732,21.1212,17.6056,8.77781,100558192
ENSACAG00000001260,29.1771,30.8321,29.5578,33.3475,6.74887,19.2226,20.2698,17.5771,7.51581,8.60102,4.36428,100552107
ENSACAG00000001261,0.278525,0.742166,1.29353,0.275649,0.751006,3.25682,3.15197,1.50558,2.64322,5.91404,1.62998,103278585
ENSACAG00000001262,0.537119,2.74775,1.83867,0.35364,0.433321,1.28783,1.11108,0.359174,1.07687,0.179417,0.269744,100568011
ENSACAG00000001263,488.779,516.685,442.606,264.298,485.51,492.851,491.38,347.384,293.369,292.549,178.466,100566194
ENSACAG00000001264,5.5951,5.69417,4.80475,1.94871,2.52863,1.67501,2.40198,0.985532,0.568838,0.939842,0.259532,100567296
ENSACAG00000001265,47.8407,23.4288,41.4333,30.5448,65.4031,37.0777,24.1101,32.8612,15.046,21.7814,21.3569,103280746
ENSACAG00000001266,22.4526,28.3749,28.2802,18.6565,29.0957,38.1822,45.6272,25.1544,15.2792,13.9908,14.7078,100554895
ENSACAG00000001268,2081.88,0,0,0,1310.23,0,0,0,0,0,0,103279445
ENSACAG00000001269,15.0484,18.6999,17.6869,15.3155,39.0106,60.6535,68.4909,62.3825,36.5894,25.6416,22.6027,100563478
ENSACAG00000001270,1.43674,4.20574,7.35016,3.02706,3.60793,15.8806,12.37,10.1115,4.37517,8.62077,4.30303,100559257
ENSACAG00000001271,1.05158,2.1894,2.27437,1.57912,1.62847,3.30887,2.95973,2.63699,2.44469,2.9026,1.21679,100564820
ENSACAG00000001272,0.057627,0.276082,0.215532,0.391931,0,0.178409,0,0,0,0,0,100562371
ENSACAG00000001274,1.7817,2.22709,3.25996,1.77841,1.25004,4.31755,4.55275,4.7832,7.0082,1.10277,2.13166,100560522
ENSACAG00000001276,26.8797,26.1546,18.5464,69.0171,74.1322,53.6213,43.3335,118.884,88.4324,65.9307,312.774,100553871
ENSACAG00000001279,0.192737,0.427271,0,1.81969,0.595323,2.20888,6.11416,4.23537,0,0,0,100556515
ENSACAG00000001281,1.60814,4.14673,2.17428,2.53702,4.97034,14.4783,9.91089,4.90804,1.68792,2.32911,0.355435,100564566
ENSACAG00000001282,0.553002,1.40394,0.822021,13.7406,33.9559,66.8573,46.0674,77.5053,0,0.534749,0.0689116,100554014
ENSACAG00000001283,30.1045,26.9301,23.3605,18.1689,38.7332,24.7956,20.2859,20.6415,20.0547,15.3906,18.1074,100561538
ENSACAG00000001285,0.96364,5.09051,4.37674,1.9627,2.10194,5.68298,5.30111,1.56466,2.98024,2.98119,1.55398,100560820
ENSACAG00000001287,9.98861,13.6083,5.56817,12.3628,8.2847,7.66459,6.60161,9.3715,3.54926,3.45675,6.18191,100553534
ENSACAG00000001288,0.632145,6.91762,4.72882,2.01891,13.6803,111.598,94.1802,45.0647,8.0296,8.69372,0.672201,100555406
ENSACAG00000001289,5.86219,11.2991,11.0262,5.28091,3.51477,11.9123,12.1817,6.08219,9.40368,10.4805,4.3158,100557665
ENSACAG00000001290,1.7623,1.77721,0.971018,1.18803,4.44504,2.14311,1.52117,4.04182,0.433494,1.47588,1.95571,100565342
ENSACAG00000001291,2.74663,14.0967,17.4533,3.9607,1.29903,12.4624,5.77013,3.04053,10.8332,6.78624,2.71727,100552573
ENSACAG00000001292,2.80654,6.13915,5.49963,4.15064,3.89648,3.68951,4.72716,4.9901,4.05691,3.70863,3.36895,100565028
ENSACAG00000001293,5.1969,5.76552,7.31417,1.91832,6.07045,7.60679,7.85747,3.01632,1.76389,5.4718,2.60594,100561772
ENSACAG00000001294,0.826432,0.658531,4.83256,1.19195,2.18512,8.53944,3.50014,3.19135,0.598653,3.69555,0.36418,100556710
ENSACAG00000001296,2.91384,4.10351,4.15372,3.70259,2.3897,7.55075,2.46445,2.94157,1.89681,1.51531,3.01786,100563493
ENSACAG00000001297,0.93189,3.2886,2.28654,1.53187,12.757,38.7839,40.7566,42.7856,0.538987,1.42483,0.983648,100555220
ENSACAG00000001298,20.72918,28.2443,10.4901,27.7157,11.26809,3.13279,6.6069,7.5217,13.9288,3.131064,8.33883,100554965
ENSACAG00000001299,22.1742,28.4438,22.0574,20.844,43.4366,140.969,110.561,88.3298,24.5117,20.3677,16.1009,100555601
ENSACAG00000001300,0.167572,0.403566,0.391725,0.27802,0.0989319,0.463523,0.357121,0.15714,172.289,194.443,103.158,100557428
ENSACAG00000001301,1.65873,3.44888,5.75832,1.93644,2.84609,8.70595,8.68447,4.14878,3.16543,6.29732,1.54738,100567265
ENSACAG00000001304,2.18121,6.36624,5.60245,2.89331,2.12478,3.90786,5.05964,1.75365,0.160587,0.151614,0.244226,100558087
ENSACAG00000001306,354.454,463.007,388.509,396.538,266.587,479.037,420.383,405.515,143.949,183.123,127.311,100559510
ENSACAG00000001307,0.800631,2.40645,1.8519,0.955672,6.46211,21.703,17.1182,6.84432,1.92266,3.5005,0.81144,100555421
ENSACAG00000001310,14.2855,23.8148,17.6613,22.981,13.8126,23.2408,32.9297,42.0416,16.1185,14.8825,11.8642,100559587
ENSACAG00000001313,2.08287,2.52791,2.3609,0.911894,1.97915,2.94019,2.79063,1.92902,2.40152,3.09468,2.33272,100558426
ENSACAG00000001314,7.96112,7.46294,7.58438,5.19162,4.30778,7.5624,4.94244,2.73896,2.1098,2.83696,1.47792,100554597
ENSACAG00000001318,10.2851,11.4555,5.78046,10.8619,52.7948,29.5785,22.2995,11.8309,2.37568,2.66477,2.15658,100560590
ENSACAG00000001319,0.0496208,0.0616519,0,0.262567,4.08472,6.61352,7.72998,4.64459,1.0347,0.488441,0.55076,100560793
ENSACAG00000001320,0.197149,0.800979,0.375185,0.739105,30.0187,45.6183,31.6565,37.2641,5.60115,4.23053,4.70215,100560052
ENSACAG00000001323,11.73269,14.77031,19.52958,9.48441,13.7661,20.91840565,17.888775,13.02388,12.80764387,21.5398,14.67693,100566096
ENSACAG00000001324,0.428689,1.34942,1.02713,0.502861,2.89654,2.61605,3.31027,2.67525,1.27391,1.20272,0.172213,100557996
ENSACAG00000001325,11.327,11.7068,9.13924,11.2617,44.5343,70.2095,55.5606,59.5831,264.335,466.178,197.236,100560163
ENSACAG00000001327,6.62692,14.7092,14.0648,7.43619,2.87577,9.26597,10.0952,5.07,2.99698,7.12619,2.7685,100557357
ENSACAG00000001328,2.21642,7.79067,6.88477,1.39106,3.02396,12.6331,9.56227,3.26171,1.57347,2.5398,0.0926313,100567819
ENSACAG00000001329,1.63856,2.95715,2.43334,3.48014,2.1214,4.49016,4.08977,6.08612,1.91052,3.57339,4.08502,100561968
ENSACAG00000001330,0.525857,1.56877,1.30271,1.22761,0.703497,2.32353,2.07141,1.5239,1.49455,1.79652,1.82089,100564411
