ens_gene,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,gene_ids
ENSGALG00000010855,4.48111,7.5136,7.51915,0.611532,3.29679,2.0836,0.55153,1.07297,0.606006,770327
ENSGALG00000010857,0.708606,1.433658,1.421874,59.5656,161.7123,102.0684,2.772676,0.9415,5.91509,374083
ENSGALG00000010859,0.412062,0.501547,0.504051,0.218641,0.585079,0.669593,0.0934515,0.222094,0.208429,497270
ENSGALG00000010861,4.04327,6.11952,15.2257,10.1628,19.3767,13.2832,3.70044,3.64978,4.65653,424670
ENSGALG00000010863,3.32243,6.26197,5.57772,5.45944,10.9503,8.27114,3.1997,6.29969,3.73933,420603
ENSGALG00000010864,0.0710533,0,0.330202,12.4858,43.2344,84.6032,3.65096,4.65577,5.52406,408036
ENSGALG00000010865,0.0452273,0.114845,0.0372704,0,0,0.0540118,0,0.043792,0,772254
ENSGALG00000010866,0,0.0485745,0.094583,0.595767,3.07405,3.70085,1.38263,0.777933,3.12886,428752
ENSGALG00000010867,0.146805,1.96738,0.966337,0.369948,4.7198,5.70165,0.0838462,1.13543,0.880724,772378
ENSGALG00000010868,0,0.060551,0.0756087,0.497593,3.14351,2.107319,0.0293283,0.118452,0.0357312,420604
ENSGALG00000010869,8.99461,11.8816,11.5633,6.14997,23.1517,17.2754,7.71908,11.2347,10.1353,424671
ENSGALG00000010870,116.531,91.3457,78.7655,36.1738,38.7575,88.0455,35.0717,25.8709,22.8798,424673
ENSGALG00000010874,0.32172,0.358093,1.232517,1.056139,3.780705,3.115698,0.1445827,0.5607393,0.252364,423426
ENSGALG00000010875,0.832684,2.540919,4.870113,10.54794,38.31711,32.85835,0.0498234,0.30913,0.412036,395470
ENSGALG00000010878,25.82558,23.58155,25.19388,38.48351,32.63324,32.55482,67.3238,57.04113,51.2165,422575
ENSGALG00000010879,4.132961,11.80474,14.99635,17.95126,44.71565,33.96989,13.502,19.66971,28.48877,772383
ENSGALG00000010881,52.3296,83.5685,78.913,0.656355,1.231397,1.980666,1.467101,1.546385,1.273958,423428
ENSGALG00000010882,13.77631,20.5534,31.99547,25.6064,43.66847,36.36065,11.88442,21.67157,24.50776,422576
ENSGALG00000010884,3.56684,7.3313,7.92858,6.13444,17.5941,14.3719,4.59538,10.3628,11.5336,423429
ENSGALG00000010885,9.16755,13.1711,13.7742,6.86088,13.6944,13.6889,7.92104,10.425,15.752,422578
ENSGALG00000010886,5.07129,3.72481,5.37249,4.56176,10.6905,7.11839,5.61761,3.78754,4.02602,770386
ENSGALG00000010889,0.658699,3.96235,5.34259,6.51351,26.5374,18.4132,6.43535,14.1198,12.8049,424675
ENSGALG00000010891,0.993015,1.49926,3.45656,19.3065,57.9146,78.5315,26.3822,72.7835,73.6226,424170
ENSGALG00000010896,3.78703,3.08395,10.9017,3.97127,7.81877,8.75151,2.53072,2.23232,4.3289,426919
ENSGALG00000010899,1.47065,0.621707,2.42114,3.5937,4.70633,4.00114,1.19572,0.723676,0.662422,424171
ENSGALG00000010900,2.46335,1.55377,9.90335,1.2842,2.04324,3.27373,0.390403,0.592477,0.915055,424172
ENSGALG00000010901,0.0926926,0.589754,2.5838,28.8842,103.971,97.826,0.374555,0.708379,0.773332,420606
ENSGALG00000010902,0.375653,0.601385,4.8848,0.155327,0.336818,0.1423521,0.0304235,0.192329,0.0290082,771503
ENSGALG00000010903,23.69449,26.79921,24.80451,2.602358,5.723742,5.123965,0.540212,1.171538,1.435848,100859744
ENSGALG00000010909,1.91747,0.40235,4.24366,0.257198,0.562166,0.605524,0,0.0153422,0.0555361,428753
ENSGALG00000010915,0.20125,0.0326679,0.212033,0.0833129,0.418327,0.1432306,0,0.0591847,0,395337
ENSGALG00000010921,9.65953,16.6163,9.77196,27.0829,32.7669,22.5985,4.10307,6.02224,4.61311,422585
ENSGALG00000010924,62.37303,14.90904,12.16565,22.43878,11.13791,12.48635,39.18134,32.58375,35.22113,396210
ENSGALG00000010925,23.65688,69.4693,76.47407,5.809859,29.84781,35.34162,4.4065,10.20467,9.191443,420611
ENSGALG00000010926,0.257731,0.430938,0.257188,698.001,668.137,958.804,53.6444,23.9714,26.4314,395210
ENSGALG00000010927,0,0,0,0.241762,0.0987985,0.0565349,0,0,0,395256
ENSGALG00000010929,0.976687,1.40033,1.0662,1.06051,1.8813,1.69711,1.66018,1.31438,0.991213,422586
ENSGALG00000010930,1.898958,2.427639,8.502226,1.229999,4.916665,3.230029,2.746207,1.916903,1.590038,101751124
ENSGALG00000010931,0.894071,0.389502,0.505619,0.594452,2.32092,2.10662,0,0,0,429027
ENSGALG00000010932,7.14928,10.6239,11.1979,11.4862,16.9036,16.0143,8.41357,11.2876,9.06584,422587
ENSGALG00000010934,0.571608,0.8492733,0.7868316,4.857491,12.04764,7.159867,4.18945,4.872896,6.099789,424682
ENSGALG00000010935,0,0.00930299,0.19926,6.07582,16.1025,16.1621,0,0.00709474,0.00856057,772163
ENSGALG00000010936,0.276785,0.205809,4.23377,0,0,0,0,0,0,417873
ENSGALG00000010938,37.06924,83.73346,61.53359,8.0932,28.04388,20.60036,6.47064,13.71771,10.68483,420612
ENSGALG00000010939,1.177261,6.19839,4.987538,2.251561,13.96173,15.4761,0.754495,2.430921,0.804453,417874
ENSGALG00000010940,2.50159,3.75365,11.3313,19.1944,27.9985,36.2064,35.0998,39.699,71.8191,417875
ENSGALG00000010942,7.89469,6.80123,43.1556,5.99996,8.82363,8.67069,4.74735,3.38644,3.72264,420614
ENSGALG00000010943,0.0138732,0.1274124,1.640938,0.0398637,0.210658,0.269585,0.0475629,0.107285,0.0216222,771555
ENSGALG00000010949,0.0162729,0.0183325,0.190382,0.0589437,0.105471,0.0344874,0.0184204,0.0699047,0.033739,428431
ENSGALG00000010950,0.139639,0.714259,3.27141,0.219012,1.28484,1.01409,0.07912,0.164442,0.148813,423430
ENSGALG00000010953,14.86824,11.86769,7.799556,3.113012,3.70484,3.79701,23.29168,19.44447,40.75222,424684
ENSGALG00000010954,20.8934,27.2567,26.1483,16.24348,29.31124,30.41966,14.3081,16.61794,19.51766,420616
ENSGALG00000010956,1.907444,5.9483,12.37417,3.25491,22.66949,12.90217,1.01554,3.0713,2.715539,424176
ENSGALG00000010957,8.18261,14.98612,18.41255,7.02959,23.8435,16.45031,6.16527,14.50408,9.25814,424685
ENSGALG00000010958,0.080931,0.3374264,0.72172,0.234521,0.0898916,0.325775,0.769524,1.02873,1.1574,417877
ENSGALG00000010960,0.740286,0.656314,3.79515,3.65787,17.482,13.4691,0.434065,0.955548,0.549034,424177
ENSGALG00000010961,2.569534,2.2659,1.96724,2.141901,1.05392,1.71328,2.88111,0.422288,0.750895,420617
ENSGALG00000010963,3.65837,6.3659,2.54767,1.53918,3.94844,2.96611,7.76857,12.8152,4.50951,428754
ENSGALG00000010967,15.35062,17.12491,17.66706,21.35705,35.7368,25.55837,4.349827,7.490337,6.616499,424687
ENSGALG00000010969,0.183916,1.35101,0.0292294,0.186112,0.2961,0.508306,729.201,568.152,495.328,423433
ENSGALG00000010971,0.167969,0.649299,10.83983,2.453332,15.07563,8.32126,0.419432,0.371381,0.336084,772101
ENSGALG00000010973,66.8624,128.239,107.014,71.3878,259.39,208.431,45.1199,93.652,72.8292,420618
ENSGALG00000010974,0.561654,0.1392574,0.572064,8.12293,12.94775,9.38943,0.430302,0,0,396273
ENSGALG00000010975,2.014234,3.584129,3.376548,0.755467,1.664516,1.980155,1.512821,2.046965,3.384158,417880
ENSGALG00000010976,10.45612,32.8648,29.40815,11.88493,54.18679,45.84461,6.00759,18.15914,15.46677,420619
ENSGALG00000010977,0.320596,1.47783,13.7942,1.38785,2.37138,2.25057,0,0.429347,0.518054,420620
ENSGALG00000010978,0.238236,1.49528,0.0485261,0.925151,1.67956,1.594,79.8421,281.342,194.88,100189558
ENSGALG00000010979,4.04817,10.9968,6.27835,104.097,225.601,319.758,730.407,1608.96,766.03,422588
ENSGALG00000010980,0,0.00835027,29.70198,0.0307461,0,0.0687271,0,0,0.0224119,420621
ENSGALG00000010983,0.537919,0.185007,4.68312,0.308749,3.04109,1.39215,0.123595,0.282183,0,396464
ENSGALG00000010985,6.05849,11.34526,15.53951,7.751099,26.25782,19.13022,2.808486,5.82758,6.73703,424688
ENSGALG00000010986,0.224783,0.2065881,23.27518,2.111759,7.066683,6.446082,0,0.0787751,0.5381703,771582
ENSGALG00000010988,2.02192,3.04483,55.6999,21.2072,50.0146,47.2456,26.5407,55.5652,76.5835,420622
ENSGALG00000010991,3.85195,7.25546,11.8425,5.54775,16.2109,11.4535,5.2896,10.1764,8.52007,395078
ENSGALG00000010992,0.248032,0.895961,0.150072,0.287226,2.5417,4.51278,0,0.0661246,0.0265955,417881
ENSGALG00000010995,1.441436,1.281315,6.54886,2.00673,2.054369,3.110266,1.4146,1.325268,1.147027,424689
ENSGALG00000010997,2.79523,7.85917,12.88985,1.837218,2.30676,2.928367,0.093266,0.41142,0.270776,420623
ENSGALG00000010998,1.19853,2.71051,6.54203,1.22481,3.80618,2.25485,0.346216,0.519376,0.752019,100858847
ENSGALG00000010999,3.270857,4.257017,6.64813,5.55011,14.65351,9.647401,2.899167,4.016241,5.23325,423437
ENSGALG00000011000,3.71758,5.97978,6.47187,4.36005,14.6239,12.1981,5.69238,8.99808,5.35458,421517
ENSGALG00000011003,0.0957034,0.0307309,3.94933,5.66553,15.8616,23.587,0.163305,2.10927,8.08764,421518
ENSGALG00000011005,1.02088,4.09259,17.6523,4.07277,23.9988,26.1275,10.612,40.5083,62.4191,421519
ENSGALG00000011007,3.807734,6.010689,7.852381,0.471145,2.430818,3.461935,1.414963,5.988981,3.25775,428432
ENSGALG00000011008,0.258205,0.7829,2.62945,5.07575,18.26925,19.08404,2.465047,5.19775,5.832461,428586
ENSGALG00000011009,0.0364203,0.106131,0.770464,0,0.0677943,0.143126,0,0.0538095,0.0144282,395945
ENSGALG00000011013,0.320426,0.316126,2.46872,3.51121,12.5208,9.83615,0.31055,0.367371,0.332454,428587
ENSGALG00000011016,36.6533,59.7138,72.4509,37.262,48.5698,50.268,123.444,234.726,154.305,424691
ENSGALG00000011017,8.5042,4.65452,4.58709,5.751713,8.218978,5.734028,6.195924,6.510774,6.934096,422589
ENSGALG00000011019,4.7938,12.8041,5.84194,4.14627,16.9066,11.8304,2.00059,7.63254,2.33327,395179
ENSGALG00000011020,237.523,234.319,312.141,109.987,97.6367,81.1096,84.7795,35.1412,79.4694,420624
ENSGALG00000011022,0,0,0.0642247,0.150391,0,0,0,0,0,378785
ENSGALG00000011024,3.2969,3.99405,5.34933,5.36685,10.4906,11.1048,0.559484,0.558699,0.479669,424693
ENSGALG00000011031,27.7714,48.8096,58.0805,28.8583,84.3958,81.8637,27.1091,93.9178,148.461,395681
ENSGALG00000011036,292.0444,449.3578,437.7754,331.6772,640.1135,592.8734,206.4672,237.8379,245.412,420627
ENSGALG00000011038,29.63359,63.68246,70.2586,30.21094,111.38,117.3465,21.33397,57.95748,51.26251,395355
ENSGALG00000011040,0.0102362,0.03422761,0.2005643,0.0644219,0.170095,0.167593,0,0.0428395,0,424180
ENSGALG00000011041,2.69393,2.075835,2.065801,4.35478,3.556495,4.77286,4.12413,8.18463,16.82381,424698
ENSGALG00000011046,5.735755,14.02606,12.35385,2.247495,3.75139,12.59624,5.026015,10.31771,14.31323,420628
ENSGALG00000011047,14.5507,34.4949,30.0513,26.834,84.8751,64.0618,11.0252,29.8092,23.3334,424699
ENSGALG00000011052,0,0,0.533178,0,0,0.026644,0,0,0.0521316,424181
ENSGALG00000011058,0.747093,0.544254,2.24994,0.844433,1.87184,0.882092,0.642587,0.855671,0.662623,374223
ENSGALG00000011065,11.7101,25.1652,37.7274,9.43498,38.3116,39.8182,7.7848,17.0662,17.1725,421530
ENSGALG00000011068,8.17695,15.75381,23.81409,24.0945,67.10744,45.86802,15.39149,32.54558,49.1117,424182
ENSGALG00000011069,1.87262,0.882874,2.13727,4.4595,4.58907,3.09731,2.28624,1.65597,1.73462,429028
ENSGALG00000011076,3.197674,1.871705,16.93986,7.73055,5.81014,5.04384,5.754127,1.63873,4.3058,423439
ENSGALG00000011078,5.06273,4.37874,3.79308,3.62023,9.11749,6.31183,0.10566,0.259116,0.125061,422591
ENSGALG00000011079,56.7002,85.2481,91.5663,44.8421,74.7857,57.1612,18.6687,31.5611,40.8137,423440
ENSGALG00000011080,0.1021381,0.308707,0.1727643,0.233385,1.614211,1.18156,0.2906216,0.152246,0.064218,428906
ENSGALG00000011086,1119.93,681.1053,1343.192,13.09949,6.03841,22.48824,2.60481,4.98206,2.15244,421534
ENSGALG00000011088,3.21446,8.31105,8.52428,4.094665,14.48379,14.51824,2.777429,4.208492,7.20139,423442
ENSGALG00000011091,5.05302,6.751881,12.07272,4.07796,11.79426,8.633906,4.12718,5.7844,6.30975,421535
ENSGALG00000011093,0,0.139454,12.0465,0.0477929,0.104196,0.0476986,0,0.0966834,0,428907
ENSGALG00000011094,57.6798,32.0378,30.8445,2.29074,1.39165,3.22725,21.8265,6.84736,11.8498,424700
ENSGALG00000011098,15.7222,17.2873,18.8155,6.85678,12.4299,14.3085,11.7315,12.1568,11.8241,421538
ENSGALG00000011099,4.83005,6.67235,6.7807,0.670631,1.10723,1.9127,0.649691,0.83355,2.22205,424186
ENSGALG00000011101,1.97497,2.56432,3.36457,1.42235,3.08205,4.21454,1.86891,2.7547,2.85444,421539
ENSGALG00000011104,1.54917,1.69055,2.7193,0.159641,0.543694,0.276546,0.252053,0.11211,0.608727,396196
ENSGALG00000011106,3.63768,7.216835,6.07077,11.45158,29.0077,22.7133,5.515616,10.3017,8.399879,421540
ENSGALG00000011109,0.313037,0.275963,0.28953,0.277442,1.06279,0.85339,0.0864703,0.149954,0.0556581,422592
ENSGALG00000011111,0.0633184,0.170721,2.85638,0.0228965,0,0.0356847,0.0359235,0.0289327,0,421541
ENSGALG00000011113,0.104464,0.0611871,0.0992849,0.0377982,0.0251444,0.0863295,0,0.0233316,0,776038
ENSGALG00000011114,4.7554,8.38373,10.9532,4.82603,15.867,11.7081,5.86437,8.75143,11.3049,421542
ENSGALG00000011116,2.454612,4.224261,8.731549,1.995569,9.026828,4.21788,1.849161,2.924178,2.392093,423443
ENSGALG00000011117,0.208729,1.498526,0.552399,0.38966,0.1735609,0.621888,220.3542,402.708,610.95,421543
ENSGALG00000011118,12.67724,13.26733,13.64468,10.21327,20.35727,18.64225,9.66632,11.65382,12.00189,424702
ENSGALG00000011124,21.14692,36.00322,30.63417,56.21681,121.2659,108.2753,9.022725,8.586087,14.02758,422593
ENSGALG00000011128,12.882,24.4652,27.7717,15.6547,31.5131,26.6531,13.2626,19.179,25.2051,424189
ENSGALG00000011130,43.5147,65.4915,90.7615,33.0874,60.954,64.873,18.3815,29.6919,36.3668,422594
ENSGALG00000011131,4.20297,9.961306,8.64676,4.489893,21.40842,17.05982,4.73678,10.93385,12.02536,424190
ENSGALG00000011132,32.72011,34.47947,35.51023,15.1314,36.91011,35.32338,15.26522,27.26739,27.90934,395880
ENSGALG00000011133,3.58642,4.426746,30.8277,3.86151,8.784756,6.679468,2.13924,2.98147,3.028203,422595
ENSGALG00000011136,0.0243635,0.0141697,0.32891,5.90191,6.38133,7.72523,0.0276136,0,0,421544
ENSGALG00000011138,7.38089,10.8953,20.4063,9.27578,22.768,26.9545,7.09089,12.9994,15.5875,423446
ENSGALG00000011139,5.06053,2.57909,3.73334,6.84868,8.66189,6.77161,4.4383,3.59418,3.17574,423447
ENSGALG00000011141,0.221142,1.40209,0.827309,1.68106,9.21891,5.75485,0.0751661,0.486036,0.539539,424191
ENSGALG00000011145,4.89993,2.6742,1.34311,0.920654,0.235488,0.898346,0.0920872,0.0971155,0.11718,428436
ENSGALG00000011149,3.92613,4.17615,4.3322,5.28753,5.41633,5.15423,22.1038,15.7126,22.5352,404304
ENSGALG00000011153,9.18748,22.27919,27.5895,10.9745,57.93945,48.73412,14.00061,22.269,24.852,424192
ENSGALG00000011155,1.73699,3.96187,4.94037,3.04576,12.9656,10.2763,3.08186,6.6838,5.87731,421546
ENSGALG00000011162,10.4231,15.7566,39.3634,60.7272,109.128,76.9582,24.5493,47.6214,48.4794,423450
ENSGALG00000011164,5.310829,12.70566,13.99336,5.309487,11.19591,20.39222,3.641613,6.64259,6.876337,428437
ENSGALG00000011168,2.27023,5.33385,5.77463,6.3083,30.882,15.8433,5.23565,10.2764,11.6048,417886
ENSGALG00000011170,2.793153,1.13129,0.490799,10.4201,17.16133,15.73815,18.9477,13.11385,14.6558,420634
ENSGALG00000011171,11.41261,16.44112,22.09028,8.81036,28.84659,27.30277,8.85595,11.96396,13.2124,395995
ENSGALG00000011172,11.81946,11.0689,6.92947,5.783451,12.27331,8.637226,2.44316,1.539793,1.959993,429030
ENSGALG00000011174,84.5025,125.406,126.797,113.3,157.324,156.252,84.937,110.077,137.367,421551
ENSGALG00000011175,6.164225,10.28602,8.507025,5.254345,13.51087,9.011825,21.46676,37.12829,35.72462,422599
ENSGALG00000011176,1.40803,5.99204,10.25569,3.72877,16.11359,14.97981,0.302597,0.92409,0.4822888,420635
ENSGALG00000011178,13.08092,18.64655,17.15542,28.43844,40.1425,33.48932,15.95279,19.91188,16.07258,422600
ENSGALG00000011180,1.881748,3.639035,6.734855,2.768243,10.75837,7.408707,2.76697,6.465881,4.983268,421552
ENSGALG00000011181,9.26774,10.2711,14.3509,7.07344,9.64032,12.0948,4.90571,6.8405,4.96382,420636
ENSGALG00000011182,1.90295,3.485224,3.401957,2.26159,2.134843,2.973329,12.26564,7.108864,10.0846,395820
ENSGALG00000011184,44.6347,75.13094,75.47871,44.19858,120.5457,84.07145,23.58256,34.55902,33.87609,422602
ENSGALG00000011185,7.911418,11.09615,25.16736,4.806459,10.49895,9.2245,3.043411,4.4491,3.609729,420637
ENSGALG00000011186,2.07965,8.48376,9.7552,2.4898,14.7938,13.3574,1.5426,4.94561,4.22691,421553
ENSGALG00000011189,0.707281,2.253447,22.03594,0.8690774,1.84117,2.662695,0.725468,1.9166,1.508082,421555
ENSGALG00000011192,8.99838,16.4907,25.341,20.7387,35.1808,47.104,10.3323,18.2987,17.1557,100857350
ENSGALG00000011193,5.12297,14.1684,16.6466,12.3569,39.8839,51.291,8.35259,20.2134,18.3281,421557
ENSGALG00000011200,9.89181,5.96847,2.02614,1.018209,0.2097711,0.206354,0.15718,0.928315,0.614254,414837
ENSGALG00000011203,3.39965,5.96502,13.7854,3.55995,2.377,5.55406,5.40143,3.23952,6.34837,373981
ENSGALG00000011205,3.0229,3.757145,5.777688,0.72761,4.79944,2.028916,2.34387,4.674227,5.907119,421559
ENSGALG00000011206,4.11302,21.48919,17.6802,1.2379,9.91092,7.24099,0.292201,1.14954,1.076469,396028
ENSGALG00000011207,17.48177,11.8308,7.07969,15.18687,10.8559,18.9699,7.8879,7.12705,8.78251,374272
ENSGALG00000011208,1.38172,2.01973,3.16524,1.86805,5.53904,3.83892,1.50201,2.28253,1.75262,422606
ENSGALG00000011209,55.2648,67.2411,63.8617,9.06581,15.1762,19.665,11.4445,8.20482,7.82872,423453
ENSGALG00000011210,3.25355,5.93969,10.079,5.22014,16.9532,9.42106,3.96096,5.86208,4.4297,422608
ENSGALG00000011211,3.68163,6.83254,10.0871,22.3958,66.4456,67.6293,13.5122,28.3276,53.8234,420638
ENSGALG00000011213,0.332221,0.408563,0.6961,5.33953,20.8821,20.7521,0.577161,0.778957,1.19837,423454
ENSGALG00000011214,224.435,121.161,99.796,163.521,118.872,283.793,23.1464,31.7274,18.5102,396228
ENSGALG00000011216,2.44957,5.37483,32.4343,8.248011,20.20279,16.3966,6.977346,16.45188,18.55868,420639
ENSGALG00000011220,26.3674,45.7983,52.9136,38.2922,152.452,168.278,49.6868,44.8883,76.4438,423456
ENSGALG00000011222,0.569658,1.33007,1.40178,0.610334,2.94397,0.941399,1.1877,1.40603,0.896735,424705
ENSGALG00000011224,7.06014,4.05323,27.2652,5.32734,3.87949,3.40229,2.42596,1.27166,1.08588,424194
ENSGALG00000011226,4.803405,7.139901,8.585112,7.89161,21.30097,18.03167,3.368364,11.99668,10.55717,420640
ENSGALG00000011227,0.235934,0.665393,6.5548,12.38802,33.5014,24.9178,1.665781,3.64915,3.90765,422611
ENSGALG00000011228,11.6678,16.3245,21.0941,14.4858,29.7164,28.0424,4.84935,9.02057,10.1632,423458
ENSGALG00000011229,166.1132,206.3238,220.5544,271.146,322.068,266.4436,153.0077,189.0097,205.983,424706
ENSGALG00000011235,3.319377,2.61877,3.69949,1.02595,2.057376,2.97037,0.14562,0.3835568,0.401088,420642
ENSGALG00000011236,0.0303924,0.03623091,0.0470306,0.246754,0.6915264,0.1703909,0,0.0552601,0.0666772,428909
ENSGALG00000011237,10.487,20.6705,21.0829,15.0356,31.3397,26.7691,14.6229,21.2145,22.4077,420643
ENSGALG00000011238,30.7975,45.8569,28.811,9.84529,17.5531,25.4893,1.7298,2.78647,3.02196,424707
ENSGALG00000011239,17.98977,26.01776,37.48003,35.24798,56.17725,45.73727,26.99922,27.87661,34.64537,420644
ENSGALG00000011241,2.73085,5.49876,8.25793,1.88857,3.32327,6.40988,6.72615,14.0227,5.61324,395109
ENSGALG00000011242,64.4358,15.4555,17.395,0.220439,0,0.00844225,0.120762,0,0,424198
ENSGALG00000011243,0.0410758,0.0256094,40.835,0,0,0,0,0.0608075,0,374054
ENSGALG00000011244,3.09305,0.876095,0.194168,0.203281,0.140498,0.0803962,0,0,0.0393258,423459
ENSGALG00000011248,3.23459,14.31966,16.15852,2.68227,8.761411,10.04206,1.320817,1.558898,1.686896,420645
ENSGALG00000011250,0.706413,0.168602,1.905614,0.132533,0.604676,0.374844,0,0.0233757,0.141042,769191
ENSGALG00000011251,3.948086,6.082906,6.651294,9.728065,22.9692,18.31835,4.53049,6.624707,7.824733,420646
ENSGALG00000011252,0.147509,0.0451666,0.381104,0.906272,0.0371218,0.042484,0.125636,0,0,429032
ENSGALG00000011254,2.051765,1.668036,1.615268,1.796846,3.066971,4.190332,4.469537,3.750406,3.231934,420647
ENSGALG00000011255,14.20708,21.3448,29.75731,22.4503,23.51861,14.92372,9.019,11.85271,14.469,429115
ENSGALG00000011259,2.31756,0.416324,1.5095,1.4811,0.660745,0.729181,0.726573,0.284657,0.290627,395700
ENSGALG00000011262,0,0.010282,0,0,0,0,0,0,0,420648
ENSGALG00000011266,26.56362,33.86769,41.54726,9.601089,20.79541,21.33288,3.064697,2.473504,1.839107,422614
ENSGALG00000011269,0.0375978,0.0692849,0.1499,0.0271737,0.113889,0.0434466,0.128105,0,0.0425038,417890
ENSGALG00000011270,0.1445168,0.0709442,0,0,0.0261517,0.0446273,0,0,0,373995
ENSGALG00000011271,58.1494,60.5993,29.8997,5.48475,15.5422,29.9748,5.86288,14.9072,15.292,417891
ENSGALG00000011272,18.95261,32.32341,36.3221,16.28295,57.8572,47.73456,31.0348,50.3258,43.48571,420649
ENSGALG00000011274,210.7879,325.1411,248.987,38.16255,88.32123,192.7251,35.8924,107.77,114.1469,417892
ENSGALG00000011275,2.86819,0.6751098,17.01105,0.479512,0.863495,0.891242,0.2476326,0.4983696,0.503697,424710
ENSGALG00000011278,20.1667,51.8651,63.6789,8.0151,33.6983,31.6386,24.9584,84.6915,64.282,428441
ENSGALG00000011280,9.715412,9.907517,13.48563,10.64768,24.28269,20.73193,10.83098,9.925506,12.8566,417896
ENSGALG00000011281,0.641301,0.201079,5.12724,0.160669,0.165264,0.594427,0.139785,0.219069,0.422929,420650
ENSGALG00000011283,1.748568,2.860707,2.073842,2.223874,4.536809,7.520591,0.0581594,0.664692,0.559858,420651
ENSGALG00000011284,0.309462,0.120954,0.735997,1.491303,1.068665,0.663433,0.0153455,0.149895,0.194778,424711
ENSGALG00000011285,87.34109,67.3675,64.07891,92.13706,207.0804,159.678,34.52635,45.70929,67.14578,417897
ENSGALG00000011286,18.709,29.8673,44.6805,16.2694,45.0079,34.4938,11.1661,21.1875,22.2637,420653
ENSGALG00000011287,0.107207,0.283128,0.254446,4.28832,10.1314,10.5296,318.393,60.5578,630.45,395933
ENSGALG00000011288,1.20027,1.47453,1.14533,15.9177,18.4964,18.758,0.214687,0.276522,4.53769,421561
ENSGALG00000011289,4.827617,12.10123,8.83039,16.71119,36.72315,22.07101,3.20364,4.914733,6.269947,420654
ENSGALG00000011290,550.7599,590.5299,466.0557,1156.01,747.1404,822.0938,617.755,418.5029,390.7062,428442
ENSGALG00000011291,16.12893,20.4941,40.12277,7.19698,13.4751,27.82887,6.15184,5.918158,26.16971,396125
ENSGALG00000011293,32.0498,44.4793,46.4033,25.0046,60.7718,47.2879,15.32,34.108,33.9453,417899
ENSGALG00000011296,1.43748,0.685896,1.71863,10.4406,20.74,14.7936,4.12099,2.23832,1.93751,421562
ENSGALG00000011297,6.05281,11.50331,25.70735,6.451898,14.94395,13.24884,4.98823,15.57231,15.80661,417900
ENSGALG00000011298,6.469071,7.97903,7.649569,6.79402,10.32723,9.71189,0.620661,1.077984,1.38019,396266
ENSGALG00000011300,16.38138,31.4466,34.80039,16.16729,50.80916,39.40952,10.91417,22.31407,23.82234,395966
ENSGALG00000011301,4.39916,4.61974,10.8897,3.83878,13.259,8.71831,4.58768,7.15816,5.0473,424713
ENSGALG00000011304,6.08271,18.7532,19.4103,12.608,56.815,42.6941,8.11928,28.7858,28.7777,420655
ENSGALG00000011305,46.7406,92.5959,73.0313,51.8663,255.1734,143.622,46.449,80.2464,70.9651,424714
ENSGALG00000011306,1054.9,295.046,222.753,83.3316,5.8339,41.7369,22.9467,9.19992,4.76203,395906
ENSGALG00000011309,2.819846,6.86064,4.039555,1.829583,4.80323,6.152423,9.296279,10.57654,12.45403,417901
ENSGALG00000011312,3.21045,4.96859,8.07733,10.6734,17.3649,11.9676,2.27362,3.29342,3.20473,420656
ENSGALG00000011314,1.683356,0.4866462,1.030392,0.3795762,0.7374746,0.5843086,7.12654,11.79107,14.41775,420657
ENSGALG00000011318,39.14717,19.51103,20.54428,77.48974,24.53595,23.16179,21.03903,9.325987,8.833658,424200
ENSGALG00000011319,4.319264,1.234128,1.946971,16.7119,11.76576,6.92773,0.508934,0.18008,0.197232,422616
ENSGALG00000011320,2.428258,2.94834,4.22268,1.092843,5.77442,4.7385,1.952943,4.86745,3.202675,417905
ENSGALG00000011322,0.151201,0.1548603,2.168374,0.0290353,0.0538136,0.0431219,0,0,0,776071
ENSGALG00000011323,6.54676,6.96233,5.79164,13.8923,15.0413,13.0976,6.88309,10.0992,8.57714,768769
ENSGALG00000011324,7.48498,25.948,34.8182,7.74065,13.851,12.6875,3.0592,5.2549,5.39646,100857214
ENSGALG00000011325,189.99,242.634,233.8,95.2166,94.0197,95.251,62.6235,50.8576,82.2986,417907
ENSGALG00000011327,5.898776,8.969109,10.71309,8.40307,22.1951,16.18355,7.27048,11.53585,10.75344,373913
ENSGALG00000011328,7.18447,4.23855,8.76178,46.1011,21.2237,17.5553,24.1443,19.5033,17.6988,429037
ENSGALG00000011329,17.18659,26.89615,29.19246,13.28416,36.26329,29.30096,11.97095,14.99696,17.05701,421564
ENSGALG00000011330,38.4563,39.0228,49.0048,29.6617,40.2091,48.4652,20.5422,21.1369,26.0375,423461
ENSGALG00000011331,13.6098,26.7462,25.9593,673.745,933.945,859.413,93.2013,118.285,166.335,424716
ENSGALG00000011332,9.90571,6.21773,6.43266,14.6436,8.861041,6.8716,10.1998,5.2027,6.499367,429038
ENSGALG00000011335,2.10866,1.67676,1.73074,7.31962,3.90377,3.1342,5.17687,2.87229,3.62229,424205
